index,source,target,distanceNorm
113,89,122,0.02134954028362163
114,104,122,4.8590533667672515
115,103,122,29.98607392296032
116,107,122,0.12513635655290634
117,114,122,2.0685111989459815
118,119,122,4.8017623641747065
119,121,122,0.372731522801649
120,24,124,38.35745958887614
121,28,124,13.766840919716095
122,44,124,8.960176803094054
123,47,124,10.802640712879143
124,46,124,50.772663521611626
125,51,124,18.54225282275773
126,63,124,1.5281000750846474
127,81,124,11.308087891538102
128,89,124,0.389618484990154
129,104,124,10.646521314122998
130,103,124,104.56939663110771
131,107,124,0.8374913227648151
132,114,124,2.0119852097411703
133,119,124,13.926700383923386
134,121,124,0.6706617365803902
135,122,124,0.43231756555739725
136,24,129,28.203649397197783
137,28,129,7.858005015087764
138,44,129,7.139997449955374
139,47,129,10.002422542394491
140,46,129,39.944706532364314
141,51,129,15.526725884369643
142,63,129,1.3507161375324068
143,81,129,9.179480640911216
144,89,129,0.2122345474379135
145,104,129,6.889823905251675
146,103,129,80.6215875444487
147,107,129,0.39928032073894626
148,114,129,2.6074206298610227
149,119,129,12.152861008400981
150,121,129,0.23559578959298455
151,122,129,0.25493362800515673
152,124,129,0.6706617365803902
153,24,132,1937.3578562624846
154,28,132,1026.7505773017695
155,44,132,360.5114964511879
156,47,132,628.498094549988
157,46,132,2903.239165852069
158,51,132,606.4669273378951
159,63,132,52.47004405910437
160,81,132,379.367532265148
161,89,132,29.089534900194085
162,104,132,801.8047232493235
163,103,132,4561.287375862411
164,107,132,59.09496082848116
165,114,132,280.7899188235794
166,119,132,453.3695439670194
167,121,132,68.93929477099182
168,122,132,28.638205335260032
169,124,132,80.06774618555825
170,129,132,63.86932437984331
171,24,133,43.53736523722498
172,28,133,24.56422570728321
173,44,133,10.759063283607464
174,47,133,15.579426806635782
175,46,133,71.32245314293
176,51,133,17.909898423222405
177,63,133,1.7095924178673128
178,81,133,10.287758369104793
179,89,133,0.626574298383555
180,104,133,19.211809540000285
181,103,133,117.62175754742374
182,107,133,1.2657429838355505
183,114,133,5.8100216753793195
184,119,133,15.064473628288495
185,121,133,1.583181039001516
186,122,133,0.6052247580999334
187,124,133,1.7392721039284855
188,129,133,1.4653831442050236
189,132,133,102.09753920693612
190,24,138,16.091362432175895
191,28,138,4.26441129386431
192,44,138,3.798192301698613
193,47,138,4.951648320512276
194,46,138,21.088259877881196
195,51,138,8.605933103829317
196,63,138,0.7249210194511737
197,81,138,5.184495728675252
198,89,138,0.15568022440392706
199,104,138,3.2906625865952654
200,103,138,45.43359258787029
201,107,138,0.2987660617394138
202,114,138,1.0063326108206894
203,119,138,6.572060011050193
204,121,138,0.018671993426551632
205,122,138,0.1770297646875487
206,124,138,0.3353308682901951
207,129,138,0.09912590136994064
208,132,138,34.02786632099395
209,133,138,0.7822545227874821
210,24,142,55.26615382435859
211,28,142,26.37029481349257
212,44,142,8.360519642427075
213,47,142,13.689659569042458
214,46,142,71.79432473401617
215,51,142,15.561845665632482
216,63,142,0.9488999390822672
217,81,142,10.87203026052956
218,89,142,0.9060025217107966
219,104,142,19.999659994049896
220,103,142,120.72072761273323
221,107,142,1.8120050434215933
222,114,142,5.43601513026478
223,119,142,9.060025217107967
224,121,142,1.8120050434215933
225,122,142,0.9060025217107966
226,124,142,1.8205335260033717
227,129,142,1.8120050434215933
228,132,142,100.11803873234449
229,133,142,2.71800756513239
230,138,142,0.9060025217107966
231,24,178,117.48076841344724
232,28,178,77.31094960828482
233,44,178,32.94608072307932
234,47,178,57.847507331378296
235,46,178,232.48273761457492
236,51,178,51.21519543258674
237,63,178,5.307011206029439
238,81,178,27.487894371484835
239,89,178,0.9546375394902744
240,104,178,64.48683185289076
241,103,178,316.59680961083484
242,107,178,2.3117429555017215
243,114,178,27.072378766628415
244,119,178,45.62146004221741
245,121,178,5.539631943559012
246,122,178,0.7327978239619193
247,124,178,6.195078413872243
248,129,178,4.243855100797597
249,132,178,316.86229759020785
250,133,178,6.756017396971114
251,138,178,2.6671200079334723
252,142,178,9.966027738818763
253,24,185,1547.2743989686487
254,28,185,608.4017311969626
255,44,185,325.0941391474351
256,47,185,449.04632581070166
257,46,185,2086.370634819443
258,51,185,656.0475158315271
259,63,185,52.87926955388386
260,81,185,407.03866150990973
261,89,185,19.15304517829062
262,104,185,461.013982744698
263,103,185,3983.5091022426227
264,107,185,38.42068652868092
265,114,185,130.78753878192867
266,119,185,483.40459291370934
267,121,185,31.23804666581665
268,122,185,20.113774491053594
269,124,185,42.68613200731013
270,129,185,31.843639763695865
271,132,185,3170.6335019196167
272,133,185,75.01922450309547
273,138,185,15.60968733619505
274,142,185,75.68555116381204
275,178,185,258.6685508663068
276,24,193,76.91440350206129
277,28,193,27.234972445351126
278,44,193,20.74576055080964
279,47,193,30.26198875146982
280,46,193,118.66197741793815
281,51,193,42.24991854024112
282,63,193,3.7974272883108786
283,81,193,24.48178843129755
284,89,193,0.3819825180273988
285,104,193,23.782962868516865
286,103,193,219.7241985068072
287,107,193,1.0289996741609644
288,114,193,9.350588635301119
289,119,193,33.91137178233952
290,121,193,1.216229617351637
291,122,193,0.5100797597291286
292,124,193,2.0193236714975846
293,129,193,0.7677901029934691
294,132,193,185.3723206822786
295,133,193,4.141428308328729
296,138,193,0.5520988283961636
297,142,193,5.43601513026478
298,178,193,9.929632935243033
299,185,193,103.4880502075453
300,24,230,104.72329182427359
301,28,230,55.26152124328843
302,44,230,20.620496692025444
303,47,230,32.762930851289894
304,46,230,154.0394265232975
305,51,230,34.33812175046397
306,63,230,3.0502925467862356
307,81,230,21.1906441696063
308,89,230,1.5575530905124173
309,104,230,42.815220933033
310,103,230,255.18069899556576
311,107,230,3.216654624789267
312,114,230,13.833397084448977
313,119,230,26.44945953220848
314,121,230,3.7028064657798176
315,122,230,1.5575530905124173
316,124,230,4.115658690693754
317,129,230,3.4672106761868333
318,132,230,218.64337625908453
319,133,230,5.365591397849462
320,138,230,1.8327312394633573
321,142,230,5.43601513026478
322,178,230,17.585886919687763
323,185,230,167.551829657019
324,193,230,9.892189779987817
325,24,247,207.14529587601118
326,28,247,141.23423576579256
327,44,247,24.392239364188875
328,47,247,66.81172170512984
329,46,247,322.85878419539006
330,51,247,23.324252341082637
331,63,247,1.6381628345162706
332,81,247,18.846728151075975
333,89,247,4.082465609814839
334,104,247,111.50013458568858
335,103,247,386.61450408715484
336,107,247,8.290875090314081
337,114,247,43.89893323133155
338,119,247,12.324139005765934
339,121,247,11.465255641973734
340,122,247,3.8689702069786223
341,124,247,12.061116069531217
342,129,247,10.287276694008812
343,132,247,388.521455792143
344,133,247,12.266097156700242
345,138,247,5.6392678538541094
346,142,247,9.17404054570955
347,178,247,35.81213254565288
348,185,247,423.21749047274994
349,193,247,28.314618839163018
350,230,247,22.52729256095315
351,24,248,200.70473316616375
352,28,248,138.23679997733294
353,44,248,25.09950840806381
354,47,248,65.47470497400371
355,46,248,315.1525210024509
356,51,248,23.319378922464477
357,63,248,1.7772536019380338
358,81,248,18.14300083584796
359,89,248,3.9470865740150454
360,104,248,109.51962826016121
361,103,248,382.5517446555315
362,107,248,8.020117018714494
363,114,248,43.08665901653279
364,119,248,13.761230821539376
365,121,248,11.194497570374148
366,122,248,3.733591171178829
367,124,248,11.79035799793163
368,129,248,10.016518622409226
369,132,248,386.6772068511199
370,133,248,11.859960049300863
371,138,248,5.503888818054316
372,142,248,9.17775227733152
373,178,248,34.71459333871676
374,185,248,414.3934860526726
375,193,248,27.50234462436426
376,230,248,21.96962613512403
377,247,248,13.51098644226274
378,24,258,211.02615212432883
379,28,258,126.78008698485557
380,44,258,20.24918186068256
381,47,258,58.256761159986965
382,46,258,297.13611571535836
383,51,258,26.79826313627155
384,63,258,0.17365803901568277
385,81,258,24.689617068298695
386,89,258,3.9919956932579654
387,104,258,99.30769121792964
388,103,258,367.45373794041393
389,107,258,8.072152095995014
390,114,258,37.53487186025755
391,119,258,4.829132843158089
392,121,258,10.29421848215677
393,122,258,3.842548911272614
394,124,258,10.711320781447009
395,129,258,9.469633218581325
396,132,258,368.07082040602376
397,133,258,11.989077308852904
398,138,258,5.0817572640854545
399,142,258,6.713332483318458
400,178,258,37.229489849405695
401,185,258,371.4549562950685
402,193,258,26.625851785739584
403,230,258,21.39590859506708
404,247,258,11.760139969116127
405,248,258,12.720486775185233
406,24,264,23.067477014181083
407,28,264,7.373609871506084
408,44,264,5.080623910918441
409,47,264,4.938260586226925
410,46,264,26.650743054670123
411,51,264,11.08920906115857
412,63,264,0.8709960757646592
413,81,264,6.937396404437077
414,89,264,0.30175528071741253
415,104,264,5.033561420658195
416,103,264,63.33331916641875
417,107,264,0.5909161743663848
418,114,264,0.12988227293977644
419,119,264,8.032810574185048
420,121,264,0.27347811920041937
421,122,264,0.32310482100103416
422,124,264,0.3353308682901951
423,129,264,0.3912760139969116
424,132,264,44.89337980081318
425,133,264,0.9283295791009676
426,138,264,0.1460750563134855
427,142,264,0.9060025217107966
428,178,264,4.273945627381813
429,185,264,20.351339481774264
430,193,264,1.4285491662770766
431,230,264,2.17568390780172
432,247,264,7.100018416988964
433,248,264,6.964639381189171
434,258,264,6.104282658279853
435,24,275,72.64004703415642
436,28,275,39.76199583492711
437,44,275,16.269497216201284
438,47,275,26.111890291413435
439,46,275,115.47158825279442
440,51,275,26.124853018261152
441,63,275,2.5765367560598977
442,81,275,15.076062164421211
443,89,275,0.9807329961607661
444,104,275,31.76760593310383
445,103,275,186.54036862311756
446,107,275,1.9740603793899727
447,114,275,11.320073101279272
448,119,275,22.379616643291257
449,121,275,2.6674883477127516
450,122,275,0.9593834558771445
451,124,275,3.089917406887954
452,129,275,2.314094663323275
453,132,275,164.47967756102398
454,133,275,3.887982206355278
455,138,275,1.3057361837165484
456,142,275,4.530012608553983
457,178,275,11.070792072194596
458,185,275,126.1207729468599
459,193,275,6.535948545766217
460,230,275,8.740122118803745
461,247,275,17.938813095895846
462,248,275,17.28892005610098
463,258,275,18.072307932055477
464,264,275,1.7784436227633984
465,24,300,194.23777749443948
466,28,300,138.42333574170883
467,44,300,29.832547069573717
468,47,300,71.42286823352742
469,46,300,327.5907745052205
470,51,300,30.076529672602604
471,63,300,3.2968393613554903
472,81,300,19.524955020046185
473,89,300,3.6718942581495178
474,104,300,110.73319449757038
475,103,300,400.5805601598028
476,107,300,7.469732386983439
477,114,300,44.48926856219984
478,119,300,24.842591412016375
479,121,300,11.028489665235808
480,122,300,3.4583988553133014
481,124,300,11.827078640542876
482,129,300,9.614914927677901
483,132,300,400.44144105855185
484,133,300,11.52498335387536
485,138,300,5.402212872058595
486,142,300,10.87203026052956
487,178,300,32.157082748948106
488,185,300,425.4146230892374
489,193,300,26.129145593381217
490,230,300,22.91067760352473
491,247,300,19.306302860300054
492,248,300,19.991811523368327
493,258,300,23.165597064615298
494,264,300,7.15511354782042
495,275,300,17.193675889328063
496,24,301,3787.6830152861007
497,28,301,1801.5060280221571
498,44,301,674.8672560103136
499,47,301,1110.2603595562923
500,46,301,5282.834927111225
501,51,301,1238.288367546432
502,63,301,97.53679856064147
503,81,301,799.360278804879
504,89,301,56.366540581126834
505,104,301,1383.2687605366427
506,103,301,8875.935866377662
507,107,301,113.12506552197996
508,114,301,446.72506268859706
509,119,301,857.7989998158301
510,121,301,114.88809554167197
511,122,301,56.81488092708289
512,124,301,136.50728887755537
513,129,301,110.86056922662813
514,132,301,7418.230963208523
515,133,301,194.264765466729
516,138,301,56.95198832646238
517,142,301,173.29703769815973
518,178,301,647.4893393967727
519,185,301,5493.99882414609
520,193,301,336.1223596412937
521,230,301,404.76366753084847
522,247,301,773.738464589797
523,248,301,770.7675209316163
524,258,301,684.4436510972275
525,264,301,71.36151132644821
526,275,301,314.5546913737657
527,300,301,820.3238840013033
528,24,309,1413.8668310028759
529,28,309,886.0221995551589
530,44,309,188.15288934223017
531,47,309,458.51693654638956
532,46,309,2176.2935101364274
533,51,309,252.15492937793078
534,63,309,14.970561151486818
535,81,309,186.27240143369175
536,89,309,24.325187357445422
537,104,309,703.9508124725515
538,103,309,2745.7384929236264
539,107,309,50.25071188745803
540,114,309,274.4551829657019
541,119,309,137.1964809384164
542,121,309,70.2613229064842
543,122,309,23.17025797951464
544,124,309,74.38349837788827
545,129,309,62.36886395511922
546,132,309,2734.9233853259097
547,133,309,81.13023644580447
548,138,309,34.50514967345262
549,142,309,62.553501352940344
550,178,309,228.50313797158117
551,185,309,2683.4799325654867
552,193,309,170.5667474180798
553,230,309,157.142519160752
554,247,309,142.03038803179055
555,248,309,146.06506863870118
556,258,309,106.64968053607605
557,264,309,44.29217844645615
558,275,309,123.52570586651933
559,300,309,188.60062051085893
560,301,309,5291.252227747319
561,24,319,26.72669188377463
562,28,319,8.984713899159901
563,44,319,5.623400909515916
564,47,319,5.716293368467282
565,46,319,31.336209216994632
566,51,319,12.114454502953802
567,63,319,0.9313046311643787
568,81,319,7.661099069233711
569,89,319,0.36206383611713205
570,104,319,6.360349639452024
571,103,319,71.29404847918173
572,107,319,0.7115332851658237
573,114,319,0.23196905945854052
574,119,319,8.635896128182242
575,121,319,0.39409522999985835
576,122,319,0.3834133764007537
577,124,319,0.3353308682901951
578,129,319,0.5118931247963506
579,132,319,50.29363763865867
580,133,319,1.0843214756258235
581,138,319,0.206383611713205
582,142,319,0.9137093232464901
583,178,319,4.937339736778727
584,185,319,24.613356567073257
585,193,319,1.7904004986753934
586,230,319,2.537535240200037
587,247,319,7.703103970986159
588,248,319,7.567724935186366
589,258,319,6.52644254607789
590,264,319,0.06030855539971949
591,275,319,2.079986399761996
592,300,319,7.878816212617054
593,301,319,80.51508068057858
594,309,319,48.33285165823735
