index,source,target,distanceNorm
129,46,107,0.9959645272578508
131,69,107,0.8306198067458627
132,71,107,0.9999412824600656
133,83,107,0.9956310588990132
134,85,107,0.986622887699359
135,89,107,0.9988349954235768
138,10,109,0.9992820105268648
141,32,109,0.9137217906460792
142,33,109,0.9736217113943708
143,36,109,0.8780860945073261
145,46,109,0.9886186787201636
148,71,109,0.9998361258914212
149,83,109,0.9705405394799288
150,85,109,0.9291267203426024
151,89,109,0.9967811562015092
152,107,109,0.9910329269067428
155,10,121,0.9969241488960476
158,32,121,0.9885539294474672
161,45,121,0.8712845816678216
162,46,121,0.9949328405006712
165,71,121,0.9935147378347032
166,83,121,0.8298851746017586
168,89,121,0.9988609551579849
169,107,121,0.8896123716698631
173,10,122,0.9933382408631952
180,46,122,0.9151232366814004
183,71,122,0.9873974928023734
186,89,122,0.9739744747066034
187,107,122,0.8065263621896822
190,7,124,0.9874670396067786
191,9,124,0.9954783255406352
192,10,124,0.9999724479246528
193,17,124,0.9656229577833814
194,21,124,0.9898565692777088
195,32,124,0.9996586100168172
196,33,124,0.9843394667717476
197,36,124,0.9929281252274196
198,45,124,0.9977807489283774
199,46,124,0.9999989903851576
200,57,124,0.9881818708435428
201,69,124,0.9826512103545894
202,71,124,0.9999295444546578
203,83,124,0.998357642477966
204,85,124,0.9959402183132356
205,89,124,0.9999999989152228
206,107,124,0.9988237364691414
207,109,124,0.9967550061141084
208,121,124,0.9988698229017284
209,122,124,0.9736714973313886
212,10,126,0.9750789397641868
215,32,126,0.9873392724582928
219,46,126,0.9593710276459628
222,71,126,0.9596715948905268
225,89,126,0.9907889280040472
230,124,126,0.9908641154063502
233,10,130,0.9980130591480012
236,32,130,0.9816671921802226
239,45,130,0.8058965317148694
240,46,130,0.9944952326311336
243,71,130,0.9974138579685996
244,83,130,0.9027956528795524
246,89,130,0.9986209581448234
247,107,130,0.9444303120537824
248,109,130,0.8830185859119664
249,121,130,0.9076833921313489
251,124,130,0.9986209581448234
255,10,132,0.8057132305275981
262,46,132,0.8301056257879766
268,89,132,0.9632973773053306
273,124,132,0.9638475834420284
278,10,148,0.9997940744594216
281,32,148,0.9401600461219164
282,33,148,0.9753971314791776
283,36,148,0.9430178698703836
285,46,148,0.9926889756903372
288,71,148,0.99997958369286
289,83,148,0.990152180433384
290,85,148,0.9757939908136686
291,89,148,0.9979184761771644
292,107,148,0.99921430640851
293,109,148,0.9918671419392102
294,121,148,0.8182826915228455
296,124,148,0.9979004335989362
298,130,148,0.9159577659722024
302,10,159,0.9989256395362334
305,32,159,0.8058378663569833
306,33,159,0.8988120193847379
309,46,159,0.9737214760358682
312,71,159,0.9994593149590832
313,83,159,0.9477021122867272
314,85,159,0.8685341123805302
315,89,159,0.9925013834880309
316,107,159,0.984858837789118
317,109,159,0.95704222686043
320,124,159,0.9924388628318391
324,148,159,0.9819357728038304
325,7,163,0.9052736021092042
326,9,163,0.9570379235101394
327,10,163,0.9999999570072996
328,17,163,0.9951315178589408
329,21,163,0.908481657166073
330,32,163,0.9987863895268352
331,33,163,0.9970120404544468
332,36,163,0.9984539139111188
333,45,163,0.990205001769861
334,46,163,0.9999018366727822
335,57,163,0.9445400246775604
336,69,163,0.9951135655344964
337,71,163,0.9999913709079716
338,83,163,0.999889586622492
339,85,163,0.9995832309801328
340,89,163,0.9999705865782518
341,107,163,0.9999506528377556
342,109,163,0.9993364672972735
343,121,163,0.9967378554339364
344,122,163,0.993168798436442
345,124,163,0.9999702282507876
346,126,163,0.9741718285565308
347,130,163,0.9979759732855265
349,148,163,0.9998282274945626
350,159,163,0.9990186109670592
353,10,168,0.97614764451515
363,71,168,0.9568721418562621
366,89,168,0.8307096170220122
371,124,168,0.8291281342099251
377,163,168,0.9763982135473754
380,10,169,0.9855540186341386
390,71,169,0.9842040277859984
393,89,169,0.9122652709192378
398,124,169,0.911407636665072
404,163,169,0.9861829880760788
408,10,192,0.9858003794103276
411,32,192,0.9359440961448932
415,46,192,0.9941618430292616
418,71,192,0.9694317862342484
421,89,192,0.998855024109712
426,124,192,0.9988639149164226
432,163,192,0.9849070617884088
437,10,199,0.9239610665786504
440,32,199,0.8363929182239036
444,46,199,0.9496131579264004
447,71,199,0.8537888457932424
450,89,199,0.9895987099137248
455,124,199,0.9897514619093568
461,163,199,0.9199286520013708
467,10,213,0.969688777819892
470,32,213,0.8972291123461691
474,46,213,0.9857695946064794
477,71,213,0.9374902861871124
480,89,213,0.997394725180306
485,124,213,0.9974222602125864
491,163,213,0.9679006316358484
498,10,217,0.9998699782948149
501,32,217,0.9624193404693948
502,33,217,0.8614741842049198
503,36,217,0.9343198684306008
505,46,217,0.9974493979878302
507,69,217,0.8531388473205496
508,71,217,0.9995029053607086
509,83,217,0.990113014385718
510,85,217,0.9724242880816424
511,89,217,0.9992115640071324
512,107,217,0.9934468568244318
513,109,217,0.9685347719712938
514,121,217,0.8950169823689661
516,124,217,0.99920043386612
518,130,217,0.9340695527490682
520,148,217,0.9866989454294286
521,159,217,0.9402744425655012
522,163,217,0.9998603500558936
529,9,235,0.913271628078504
530,10,235,0.9979455526042784
533,32,235,0.9952083700957922
536,45,235,0.9552207415423928
537,46,235,0.9988413175623728
540,71,235,0.9958844601000638
541,83,235,0.8906852125066991
543,89,235,0.9997940243362178
544,107,235,0.9271046453011208
545,109,235,0.8246741917734198
546,121,235,0.97848110520443
548,124,235,0.9997977879420512
549,126,235,0.8462755111117192
550,130,235,0.9515340855669052
552,148,235,0.8795824780171994
554,163,235,0.9978314099514416
557,192,235,0.9506713822247868
558,199,235,0.8100599043095669
559,213,235,0.8704555927400538
560,217,235,0.9380801213956268
562,9,240,0.8313158957753967
563,10,240,0.9938500996323474
566,32,240,0.9886949296195824
569,45,240,0.8918667260851899
570,46,240,0.9961446240000068
573,71,240,0.9879748401560308
576,89,240,0.999304274322843
579,121,240,0.9411436019117232
581,124,240,0.9993215317814592
583,130,240,0.8710675959163884
587,163,240,0.9935221741890083
590,192,240,0.8880614177766023
593,217,240,0.8246152847227266
594,235,240,0.989338432412326
597,10,243,0.9580748517620586
600,32,243,0.8491059014873251
604,46,243,0.9739735275636786
607,71,243,0.9183424959639138
610,89,243,0.9949884242026256
615,124,243,0.9950763066506464
621,163,243,0.9558274210615476
628,235,243,0.8517386151612726
631,9,246,0.8845577253705357
632,10,246,0.9999706460885855
633,17,246,0.9764696994112236
635,32,246,0.9974550797504832
636,33,246,0.9998301057208724
637,36,246,0.9957716805958191
638,45,246,0.9773625665474224
639,46,246,0.9995868082078946
640,57,246,0.8725328671717018
641,69,246,0.9726958132377159
642,71,246,0.9999948331206756
643,83,246,0.9988360673161172
644,85,246,0.997135879232063
645,89,246,0.9998869229052948
646,107,246,0.9996379912590034
647,109,246,0.9996882466714916
648,121,246,0.9902768897136386
649,122,246,0.9705695105848988
650,124,246,0.999886221413436
651,126,246,0.9463999631252946
652,130,246,0.9969115447767384
654,148,246,0.9996703797274205
655,159,246,0.9990873349828184
656,163,246,0.9999728498290916
657,168,246,0.8958155396512614
658,169,246,0.9620193224774728
659,192,246,0.9539561766108964
661,213,246,0.9078703814258746
662,217,246,0.9987249100156109
663,235,246,0.9939566061199332
664,240,246,0.9825391303982992
665,243,246,0.8826938776116539
666,7,264,0.9602600386553696
667,9,264,0.9836265133574488
668,10,264,0.999992187642177
669,17,264,0.98784870636611
670,21,264,0.9668152014393578
671,32,264,0.9993325041664214
672,33,264,0.9912523320829956
673,36,264,0.9973309394454314
674,45,264,0.9952242931225904
675,46,264,0.999984765455668
676,57,264,0.973524312060016
677,69,264,0.9959657281604436
678,71,264,0.9999647176191632
679,83,264,0.9994542343050796
680,85,264,0.9986060712251926
681,89,264,0.9999941385714356
682,107,264,0.9995144929677297
683,109,264,0.9983387431052556
684,121,264,0.998114440120676
685,122,264,0.9909395650687316
686,124,264,0.9999939780089276
687,126,264,0.9844351044486566
688,130,264,0.9984795991832098
689,132,264,0.9045962153424144
690,148,264,0.9990319376212016
691,159,264,0.9963913806930996
692,163,264,0.9999909855639438
693,168,264,0.9304659257017898
694,169,264,0.9639265491985703
695,192,264,0.9952121554871356
696,199,264,0.9688803259908578
697,213,264,0.9889176907930496
698,217,264,0.9998161870721948
699,235,264,0.999183578311659
700,240,264,0.9974437602786704
701,243,264,0.9828600665714812
702,246,264,0.9999325484170009
705,10,282,0.9890611226813132
708,32,282,0.9998304957187454
712,46,282,0.9846648239945386
715,71,282,0.9824192566225572
718,89,282,0.9966495259837864
721,121,282,0.8911421418814855
723,124,282,0.9966836686613804
724,126,282,0.8749320408673916
725,130,282,0.8373808721512598
729,163,282,0.9886706115069788
736,235,282,0.9522832618358884
737,240,282,0.8896855448460783
739,246,282,0.9766716251717624
740,264,282,0.993664678465413
743,10,298,0.9957310536854947
750,46,298,0.9281843996686036
753,71,298,0.994635809170415
756,89,298,0.97826669527067
757,107,298,0.903332402972556
761,124,298,0.9780272572445332
765,148,298,0.8691192414922028
767,163,298,0.9958116959775629
773,217,298,0.8150079087586831
777,246,298,0.986261014788858
778,264,298,0.9917909274089874
822,10,314,0.9995150643694181
825,32,314,0.8382456629116983
829,46,314,0.9856674719865524
832,71,314,0.9984838527230148
833,83,314,0.9583762270410856
834,85,314,0.8915170434420705
835,89,314,0.99569163782523
836,107,314,0.9800301186183028
837,109,314,0.8997781710091288
840,124,314,0.9956397669070179
844,148,314,0.9636214917448428
845,159,314,0.8247639850164223
846,163,314,0.9994966351476026
852,217,314,0.967483018803628
856,246,314,0.9961757353472602
857,264,314,0.9984787633150944
863,10,326,0.999479070048738
866,32,326,0.9531214028763808
868,36,326,0.8248898860925513
870,46,326,0.9983464738841856
873,71,326,0.9981193057004544
874,83,326,0.9633026756791954
875,85,326,0.9092787996581057
876,89,326,0.9994478764763156
877,107,326,0.9735744246498088
878,109,326,0.907924179780714
879,121,326,0.8693662242207724
881,124,326,0.9994354297930348
883,130,326,0.9005198920430315
885,148,326,0.9509867559946686
886,159,326,0.8123451035908441
887,163,326,0.9994207574778088
893,217,326,0.9822861416667384
894,235,326,0.9377948287700516
895,240,326,0.8195784196990831
897,246,326,0.9962160631556206
898,264,326,0.9998209320012988
902,314,326,0.9005783627001355
905,10,330,0.979732663501866
908,32,330,0.9657148292092724
912,46,330,0.9867924554596851
915,71,330,0.96090439253553
918,89,330,0.99758201005797
921,121,330,0.8212443823374082
923,124,330,0.9976398595680084
929,163,330,0.9786731235651704
936,235,330,0.9629530502026068
937,240,330,0.910919314216615
939,246,330,0.9437479805880972
940,264,330,0.9914285236317316
948,10,335,0.9969737336745412
955,46,335,0.8222649634096553
958,71,335,0.9958512339259404
961,89,335,0.9451025708462862
962,107,335,0.9518496411139004
966,124,335,0.9445837019735092
970,148,335,0.9083431250729768
972,163,335,0.99761496471363
982,246,335,0.9820524275908112
983,264,335,0.9768985805618371
990,7,339,0.9387115049463732
991,9,339,0.9738197137297726
992,10,339,0.9991944857481834
995,32,339,0.9996932913250566
997,36,339,0.8314064695754871
998,45,339,0.9916469658377136
999,46,339,0.999199728590914
1000,57,339,0.9395481834044332
1002,71,339,0.9985705223807788
1003,83,339,0.9568143740178252
1004,85,339,0.8965917741126476
1005,89,339,0.9998377315794272
1006,107,339,0.9727810360269132
1007,109,339,0.9348699595748764
1008,121,339,0.9960256409016356
1010,124,339,0.9998402388353888
1011,126,339,0.9817482678865233
1012,130,339,0.9876568666917196
1014,148,339,0.955491451097004
1015,159,339,0.8518700418428471
1016,163,339,0.9991588121115628
1019,192,339,0.9769114724191628
1020,199,339,0.9475859773084744
1021,213,339,0.9485410177894892
1022,217,339,0.9745099334452808
1023,235,339,0.9988258559112048
1024,240,339,0.9972999748577458
1025,243,339,0.9431780328195652
1026,246,339,0.9980091480695428
1027,264,339,0.9995999957820256
1028,282,339,0.9965080105927508
1031,314,339,0.8847091961671816
1032,326,339,0.970711071891966
1033,330,339,0.9914887366063112
0,12,41,0.983541753132842
1,12,89,0.9997759680080408
2,41,89,0.9625486633449942
3,12,107,0.9999482751834544
4,41,107,0.9814663447676654
5,89,107,0.9999395287006252
6,12,119,0.9867362743141874
8,89,119,0.9639572175828124
9,107,119,0.9773051938317711
10,12,124,0.9991444046218037
12,89,124,0.9856776476650941
13,107,124,0.9956963746477347
15,12,132,0.9349281370349012
17,89,132,0.9124434683906972
18,107,132,0.9463088438680236
21,12,142,0.9995708063940846
22,41,142,0.8489030458139308
23,89,142,0.9974372302901532
24,107,142,0.9987685108344893
25,119,142,0.905034875034607
26,124,142,0.9824415360474532
28,12,266,0.885034170663361
31,107,266,0.8469380380144141
36,12,272,0.9591685876705278
38,89,272,0.9980744956534672
39,107,272,0.9862021821498046
0,17,105,0.999999705537292
1,17,105,0.9842905307992168
2,105,105,0.9836114157738696
3,17,119,0.9476118487055548
5,105,119,0.9452013570564018
6,17,126,0.9308035509900998
8,105,126,0.9266933260421596
10,17,132,0.8720698262953921
12,105,132,0.8642768861782714
15,17,133,0.9999999631702604
16,105,133,0.9845273481409099
17,105,133,0.999999460429122
18,119,133,0.9484524399788856
19,126,133,0.9322319576766738
20,132,133,0.8747829654363756
21,17,183,0.8887127902750529
23,105,183,0.8840357394596765
27,133,183,0.8903481848358668
28,17,246,0.9828165491403738
30,105,246,0.9819639360021366
31,119,246,0.9394751383270904
34,133,246,0.9831132710265824
36,17,266,0.9965569626986692
37,105,266,0.8357664102402853
38,105,266,0.9962982316148572
39,119,266,0.8701704931381687
42,133,266,0.996646233295192
44,246,266,0.9555284236390924
45,17,289,0.9921283444965746
47,105,289,0.9921586658927504
51,133,289,0.9920604961335932
0,12,100,0.986095174472519
1,12,132,0.936598713874882
3,12,142,0.999871488985692
4,100,142,0.9970914050717088
5,132,142,0.9447937639196644
6,12,163,0.9988622902265863
7,100,163,0.9022236898241108
8,132,163,0.8129479528752918
9,142,163,0.9979702001662516
10,12,164,0.983061374887568
13,142,164,0.9571230354456404
14,163,164,0.9236538670388657
18,142,301,0.8039178825796971
1,12,89,0.9932274541125652
2,62,89,0.9944377531637271
3,12,101,0.9945223258130462
5,89,101,0.9938743539120652
6,12,111,0.9347611140839492
7,62,111,0.977472196976631
8,89,111,0.9995089246538336
9,101,111,0.9469253426564606
12,89,116,0.9508939526358208
14,111,116,0.9521480211493611
15,12,124,0.9817051878302268
17,89,124,0.9753984721257932
18,101,124,0.9611904408541708
23,89,132,0.9672469889844268
28,12,142,0.9819388128049588
29,62,142,0.9911285979801979
30,89,142,0.9999568205660212
31,101,142,0.9846474418437288
32,111,142,0.9997569264337318
33,116,142,0.967559355888328
34,124,142,0.9331859805538376
35,132,142,0.9655163561608728
38,89,211,0.9951249699028284
40,111,211,0.9786248791520451
44,142,211,0.992000376340798
47,89,236,0.9928957333497508
49,111,236,0.9865338947197444
53,142,236,0.9939552431345772
1,21,155,0.9965341725297816
3,21,192,0.9994969554727527
4,132,192,0.8435033760553052
5,155,192,0.9992448120517564
0,67,89,0.9918453144303876
2,89,108,0.9965358940035991
4,89,132,0.9842959305868074
7,89,158,0.998539308277677
11,89,208,0.9970425503911228
15,67,245,0.8100728303897733
16,89,245,0.9984027917513001
19,158,245,0.8312059318788895
21,67,246,0.9883707373419452
22,89,246,0.9999804939281516
23,108,246,0.9982882142358321
24,132,246,0.9883726248002878
25,158,246,0.9960482967126206
26,208,246,0.9981852989626157
27,245,246,0.9962030819335096
29,89,301,0.8661587387858521
35,246,301,0.8847203729041778
0,38,39,0.8933879601100464
1,38,112,0.9057727507241868
3,38,120,0.9985886738643212
6,38,132,0.90686254696215
10,38,142,0.999941205346861
11,39,142,0.8643774298659318
12,112,142,0.861920621580272
13,120,142,0.9991056122657598
14,132,142,0.8840782654987274
15,38,162,0.9985979744631196
18,120,162,0.9999999845941371
20,142,162,0.9991130158857556
21,38,207,0.9831089535147092
24,120,207,0.8809632264649804
26,142,207,0.9693188344925792
27,162,207,0.8814299915899747
28,38,246,0.9998169796901802
29,39,246,0.9372423916179988
30,112,246,0.8959237263458428
31,120,246,0.9973911763001392
32,132,246,0.9306516861076872
33,142,246,0.99955078816632
34,162,246,0.9974038154990646
35,207,246,0.9918980189616096
36,38,253,0.9200144535726856
41,142,253,0.8939994911669499
44,246,253,0.9578349196468258
45,38,279,0.9435168876124556
48,120,279,0.9569809805988916
50,142,279,0.9596907655865776
51,162,279,0.9575273215098904
53,246,279,0.8831437866726659
17,44,63,0.9932658241761474
18,47,63,0.9457481852909738
20,51,63,0.9883483500559832
27,63,81,0.9899813085086266
28,24,89,0.905581341851463
29,28,89,0.9775444262367728
30,44,89,0.9914179487623038
31,47,89,0.9789606171808116
33,51,89,0.9714646064923236
34,63,89,0.9997358872989482
35,81,89,0.9910746445082046
51,63,104,0.8493462229994039
53,89,104,0.9828775839896424
56,28,107,0.9145058482509988
57,44,107,0.9657231065528412
58,47,107,0.9186538869907772
60,51,107,0.8869207964231671
61,63,107,0.9989204865118728
62,81,107,0.9631803387173006
63,89,107,0.9999872350578376
64,104,107,0.9343064656707629
72,63,114,0.9768876007751316
74,89,114,0.9969353769401031
77,107,114,0.9882655430891596
84,63,119,0.9996262824889108
86,89,119,0.9797046603264116
89,107,119,0.9193494130108186
92,28,121,0.93872805924033
93,44,121,0.9528179227662376
94,47,121,0.9234413234259938
97,63,121,0.9982435769373542
98,81,121,0.9125851533433259
99,89,121,0.9999112131604576
100,104,121,0.9649750382460691
102,107,121,0.9996714804379953
103,114,121,0.9970595623833732
104,119,121,0.865137298581903
105,24,122,0.9127625857459584
106,28,122,0.9740073246273384
107,44,122,0.9917513207774608
108,47,122,0.9787862357505616
110,51,122,0.9747916735169829
111,63,122,0.9997553246534188
112,81,122,0.9923953329756486
113,89,122,0.9999996284377484
114,104,122,0.9809372624570812
116,107,122,0.9999872350578376
117,114,122,0.9965181249220008
118,119,122,0.9813799466775472
119,121,122,0.9998867541576884
121,28,124,0.8568451029404693
122,44,124,0.9366489664595924
123,47,124,0.9092553254295171
126,63,124,0.9980982872153796
127,81,124,0.9010093408716496
128,89,124,0.9998762609302156
129,104,124,0.91174074981847
131,107,124,0.9994284014838732
132,114,124,0.9967055129385799
133,119,124,0.8537584318315583
134,121,124,0.9996334087851514
135,122,124,0.9998476553204952
137,28,129,0.9509098084943564
138,44,129,0.9592940539922872
139,47,129,0.9216795212899256
141,51,129,0.8215820637315572
142,63,129,0.9985138594744558
143,81,129,0.9336164526152254
144,89,129,0.999963282018636
145,104,129,0.9620427159819652
147,107,129,0.9998700482289924
148,114,129,0.9944731980360793
149,119,129,0.8865693804199591
150,121,129,0.9999547540370451
151,122,129,0.9999470217802984
152,124,129,0.9996334087851514
173,44,133,0.9099520345327612
174,47,133,0.820484878573929
177,63,133,0.9976202983123834
178,81,133,0.9173398948324596
179,89,133,0.9996800145205702
182,107,133,0.998694844963415
183,114,133,0.9728575870408463
184,119,133,0.8311075388588219
185,121,133,0.9979588629480024
186,122,133,0.9997014458282478
187,124,133,0.9975370573281508
188,129,133,0.9982510518341384
190,24,138,0.8097119796613073
191,28,138,0.9852850865404356
192,44,138,0.988308846740511
193,47,138,0.9802111189823471
195,51,138,0.9414123019499884
196,63,138,0.9995717050273568
197,81,138,0.9783270330815635
198,89,138,0.9999802431719996
199,104,138,0.9912116785563247
201,107,138,0.9999272385516048
202,114,138,0.9991748014559748
203,119,138,0.9654033157464376
204,121,138,0.9999997157922468
205,122,138,0.9999744528976514
206,124,138,0.9999083395946132
207,129,138,0.9999919900985849
209,133,138,0.9995012964470948
212,44,142,0.9446131213758884
213,47,142,0.8583265620139237
215,51,142,0.8208511520947285
216,63,142,0.9992662703442192
217,81,142,0.9081412340018103
218,89,142,0.999331089317638
221,107,142,0.9973270407225652
222,114,142,0.976198978332714
223,119,142,0.9352761457103826
224,121,142,0.9973270407225652
225,122,142,0.999331089317638
226,124,142,0.9973018541702524
227,129,142,0.9973270407225652
229,133,142,0.9939958866369221
230,138,142,0.999331089317638
237,63,178,0.9773024669767564
239,89,178,0.9992573737120092
242,107,178,0.9956530159438166
245,121,178,0.975294387819066
246,122,178,0.9995623490240272
247,124,178,0.969198469366407
248,129,178,0.9854255719582928
250,133,178,0.9634757278011684
251,138,178,0.9942179594057429
252,142,178,0.922225715310872
273,138,185,0.8198538664538533
282,63,193,0.9883135281923952
284,89,193,0.9998810633347008
287,107,193,0.9991372247681024
288,114,193,0.9312064954553172
290,121,193,0.998794897617052
291,122,193,0.9997879273135791
292,124,193,0.9966814766535378
293,129,193,0.9995195642854954
295,133,193,0.9861157510530776
296,138,193,0.999751552685307
297,142,193,0.976198978332714
298,178,193,0.9227702402392916
306,63,230,0.992444005279752
