lemma,pos,ner
to,TO,O
make,VB,O
",",",",O
"""",'',O
say,VBD,O
he,PRP,O
.,.,O
"""",``,O
I,PRP,O
think,VBP,O
that,IN,O
Sir,NNP,O
James,NNP,PERSON
Walter,NNP,PERSON
claim,VBZ,O
we,PRP$,O
first,JJ,O
attention,NN,O
.,.,O
"""",'',O
the,DT,O
house,NN,O
of,IN,O
the,DT,O
famous,JJ,O
official,NN,O
be,VBD,O
a,DT,O
fine,JJ,O
villa,NN,O
with,IN,O
green,JJ,O
lawn,NNS,O
stretch,VBG,O
down,RP,O
to,IN,O
the,DT,O
Thames,NNP,O
.,.,O
as,IN,O
we,PRP,O
reach,VBD,O
it,PRP,O
the,DT,O
fog,NN,O
be,VBD,O
lift,VBG,O
",",",",O
and,CC,O
a,DT,O
thin,JJ,O
",",",",O
watery,JJ,O
sunshine,NN,O
be,VBD,O
break,VBG,O
through,IN,O
.,.,O
a,DT,O
butler,NN,O
answer,VBD,O
we,PRP$,O
ring,NN,O
.,.,O
"""",``,O
Sir,NNP,O
James,NNP,PERSON
",",",",O
sir,NNP,O
!,.,O
"""",'',O
say,VBD,O
he,PRP,O
with,IN,O
solemn,JJ,O
face,NN,O
.,.,O
"""",``,O
Sir,NNP,O
James,NNP,PERSON
die,VBD,O
this,DT,O
morning,NN,O
.,.,O
"""",'',O
"""",``,O
good,JJ,O
heaven,NNS,O
!,.,O
"""",'',O
cry,VBD,O
Holmes,NNP,PERSON
in,IN,O
amazement,NN,O
.,.,O
"""",``,O
how,WRB,O
do,VBD,O
he,PRP,O
die,VB,O
?,.,O
"""",'',O
"""",``,O
perhaps,RB,O
you,PRP,O
would,MD,O
care,VB,O
to,IN,O
step,NN,O
in,IN,O
",",",",O
sir,NN,O
",",",",O
and,CC,O
see,VB,O
he,PRP$,O
brother,NN,O
",",",",O
Colonel,NNP,O
Valentine,NNP,PERSON
?,.,O
"""",'',O
"""",``,O
yes,UH,O
",",",",O
we,PRP,O
have,VBD,O
best,JJS,O
do,VBP,O
so,RB,O
.,.,O
"""",'',O
we,PRP,O
be,VBD,O
usher,VBN,O
into,IN,O
a,DT,O
dim,NN,O
-,HYPH,O
light,VBN,O
drawing,NN,O
-,HYPH,O
room,NN,O
",",",",O
where,WRB,O
a,DT,O
instant,NN,O
later,RB,O
we,PRP,O
be,VBD,O
join,VBN,O
by,IN,O
a,DT,O
very,RB,O
tall,JJ,O
",",",",O
handsome,JJ,O
",",",",O
light,NN,O
-,HYPH,O
bear,VBN,O
man,NN,O
of,IN,O
fifty,CD,O
",",",",O
the,DT,O
younger,JJR,O
brother,NN,O
of,IN,O
the,DT,O
dead,JJ,O
scientist,NN,O
.,.,O
he,PRP$,O
wild,JJ,O
eye,NNS,O
",",",",O
stain,VBN,O
cheek,NNS,O
",",",",O
and,CC,O
unkempt,JJ,O
hair,NN,O
all,DT,O
speak,VBD,O
of,IN,O
the,DT,O
sudden,JJ,O
blow,NN,O
which,WDT,O
have,VBD,O
fall,VBN,O
upon,IN,O
the,DT,O
household,NN,O
.,.,O
he,PRP,O
be,VBD,O
hardly,RB,O
articulate,JJ,O
as,IN,O
he,PRP,O
speak,VBD,O
of,IN,O
it,PRP,O
.,.,O
"""",``,O
it,PRP,O
be,VBD,O
this,DT,O
horrible,JJ,O
scandal,NN,O
",",",",O
"""",'',O
say,VBD,O
he,PRP,O
.,.,O
"""",``,O
my,PRP$,O
brother,NN,O
",",",",O
Sir,NNP,O
James,NNP,PERSON
",",",",O
be,VBD,O
a,DT,O
man,NN,O
of,IN,O
very,RB,O
sensitive,JJ,O
honour,NN,O
",",",",O
and,CC,O
he,PRP,O
could,MD,O
not,RB,O
survive,VB,O
such,PDT,O
a,DT,O
affair,NN,O
.,.,O
it,PRP,O
break,VBD,O
he,PRP$,O
heart,NN,O
.,.,O
he,PRP,O
be,VBD,O
always,RB,O
so,RB,O
proud,JJ,O
of,IN,O
the,DT,O
efficiency,NN,O
of,IN,O
he,PRP$,O
department,NN,O
",",",",O
and,CC,O
this,DT,O
be,VBD,O
a,DT,O
crush,VBG,O
blow,NN,O
.,.,O
"""",``,O
"""",``,O
we,PRP,O
have,VBD,O
hope,VBN,O
that,IN,O
he,PRP,O
might,MD,O
have,VB,O
give,VBN,O
we,PRP,O
some,DT,O
indication,NNS,O
which,WDT,O
would,MD,O
have,VB,O
help,VBN,O
we,PRP,O
to,TO,O
clear,VB,O
the,DT,O
matter,NN,O
up,RP,O
.,.,O
"""",``,O
"""",``,O
I,PRP,O
assure,VBP,O
you,PRP,O
that,IN,O
it,PRP,O
be,VBD,O
all,PDT,O
a,DT,O
mystery,NN,O
to,IN,O
he,PRP,O
as,IN,O
it,PRP,O
be,VBZ,O
to,IN,O
you,PRP,O
and,CC,O
to,IN,O
all,DT,O
of,IN,O
we,PRP,O
.,.,O
he,PRP,O
have,VBD,O
already,RB,O
put,VBN,O
all,PDT,O
he,PRP$,O
knowledge,NN,O
at,IN,O
the,DT,O
disposal,NN,O
of,IN,O
the,DT,O
police,NN,O
.,.,O
naturally,RB,O
he,PRP,O
have,VBD,O
no,DT,O
doubt,NN,O
that,IN,O
Cadogan,NNP,PERSON
West,NNP,PERSON
be,VBD,O
guilty,JJ,O
.,.,O
but,CC,O
all,PDT,O
the,DT,O
rest,NN,O
be,VBD,O
inconceivable,JJ,O
.,.,O
"""",``,O
"""",``,O
you,PRP,O
can,MD,O
not,RB,O
throw,VB,O
any,DT,O
new,JJ,O
light,NN,O
upon,IN,O
the,DT,O
affair,NN,O
?,.,O
"""",``,O
"""",``,O
I,PRP,O
know,VBP,O
nothing,NN,O
myself,PRP,O
save,VB,O
what,WP,O
I,PRP,O
have,VBP,O
read,VBN,O
or,CC,O
hear,VBN,O
.,.,O
I,PRP,O
have,VBP,O
no,DT,O
desire,NN,O
to,TO,O
be,VB,O
discourteous,JJ,O
",",",",O
but,CC,O
you,PRP,O
can,MD,O
understand,VB,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
",",",",O
that,IN,O
we,PRP,O
be,VBP,O
much,JJ,O
disturb,VBN,O
at,IN,O
present,JJ,O
",",",",O
and,CC,O
I,PRP,O
must,MD,O
ask,VB,O
you,PRP,O
to,TO,O
hasten,VB,O
this,DT,O
interview,NN,O
to,IN,O
a,DT,O
end,NN,O
.,.,O
"""",``,O
"""",``,O
this,DT,O
be,VBZ,O
indeed,RB,O
a,DT,O
unexpected,JJ,O
development,NN,O
",",",",O
"""",'',O
say,VBD,O
my,PRP$,O
friend,NN,O
when,WRB,O
we,PRP,O
have,VBD,O
regain,VBN,O
the,DT,O
cab,NN,O
.,.,O
"""",'',O
I,PRP,O
wonder,VBP,O
if,IN,O
the,DT,O
death,NN,O
be,VBD,O
natural,JJ,O
",",",",O
or,CC,O
whether,IN,O
the,DT,O
poor,JJ,O
old,JJ,O
fellow,NN,O
kill,VBD,O
himself,PRP,O
!,.,O
if,IN,O
the,DT,O
latter,JJ,O
",",",",O
may,MD,O
it,PRP,O
be,VB,O
take,VBN,O
as,IN,O
some,DT,O
sign,NN,O
of,IN,O
self,NN,O
-,HYPH,O
reproach,NN,O
for,IN,O
duty,NN,O
neglect,VBN,O
?,.,O
we,PRP,O
must,MD,O
leave,VB,O
that,DT,O
question,NN,O
to,IN,O
the,DT,O
future,NN,O
.,.,O
now,RB,O
we,PRP,O
shall,MD,O
turn,VB,O
to,IN,O
the,DT,O
Cadogan,NNP,ORGANIZATION
Wests,NNPS,ORGANIZATION
.,.,O
"""",``,O
a,DT,O
small,JJ,O
but,CC,O
well,RB,O
-,HYPH,O
keep,VBN,O
house,NN,O
in,IN,O
the,DT,O
outskirts,NNS,O
of,IN,O
the,DT,O
town,NN,O
shelter,VBN,O
the,DT,O
bereaved,JJ,O
mother,NN,O
.,.,O
the,DT,O
old,JJ,O
lady,NN,O
be,VBD,O
too,RB,O
dazed,JJ,O
with,IN,O
grief,NN,O
to,TO,O
be,VB,O
of,IN,O
any,DT,O
use,NN,O
to,IN,O
we,PRP,O
",",",",O
but,CC,O
at,IN,O
she,PRP$,O
side,NN,O
be,VBD,O
a,DT,O
white,JJ,O
-,HYPH,O
faced,JJ,O
young,JJ,O
lady,NN,O
",",",",O
who,WP,O
introduce,VBD,O
herself,PRP,O
as,IN,O
Miss,NNP,O
Violet,NNP,O
Westbury,NNP,O
",",",",O
the,DT,O
fiancee,NN,O
of,IN,O
the,DT,O
dead,JJ,O
man,NN,O
",",",",O
and,CC,O
the,DT,O
last,JJ,O
to,TO,O
see,VB,O
he,PRP,O
upon,IN,O
that,DT,O
fatal,JJ,O
night,NN,O
.,.,O
"""",``,O
I,PRP,O
can,MD,O
not,RB,O
explain,VB,O
it,PRP,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
",",",",O
"""",'',O
she,PRP,O
say,VBD,O
.,.,O
"""",``,O
I,PRP,O
have,VBP,O
not,RB,O
shut,VB,O
a,DT,O
eye,NN,O
since,IN,O
the,DT,O
tragedy,NN,O
",",",",O
think,VBG,O
",",",",O
think,VBG,O
",",",",O
think,VBG,O
",",",",O
night,NN,O
and,CC,O
day,NN,O
",",",",O
what,WP,O
the,DT,O
true,JJ,O
meaning,NN,O
of,IN,O
it,PRP,O
can,MD,O
be,VB,O
.,.,O
Arthur,NNP,PERSON
be,VBD,O
the,DT,O
most,RBS,O
single,JJ,O
-,HYPH,O
minded,JJ,O
",",",",O
chivalrous,JJ,O
",",",",O
patriotic,JJ,O
man,NN,O
upon,IN,O
earth,NN,O
.,.,O
he,PRP,O
would,MD,O
have,VB,O
cut,VBN,O
he,PRP$,O
right,JJ,O
hand,NN,O
off,RP,O
before,IN,O
he,PRP,O
would,MD,O
sell,VB,O
a,DT,O
state,NN,O
secret,JJ,O
confide,VBN,O
to,IN,O
he,PRP$,O
keeping,NN,O
.,.,O
it,PRP,O
be,VBZ,O
absurd,JJ,O
",",",",O
impossible,JJ,O
",",",",O
preposterous,JJ,O
to,IN,O
anyone,NN,O
who,WP,O
know,VBD,O
he,PRP,O
.,.,O
"""",``,O
"""",``,O
but,CC,O
the,DT,O
fact,NNS,O
",",",",O
Miss,NNP,LOCATION
Westbury,NNP,LOCATION
?,.,O
"""",``,O
"""",``,O
yes,UH,O
",",",",O
yes,UH,O
;,:,O
I,PRP,O
admit,VBP,O
I,PRP,O
can,MD,O
not,RB,O
explain,VB,O
they,PRP,O
.,.,O
"""",``,O
"""",``,O
be,VBD,O
he,PRP,O
in,IN,O
any,DT,O
want,NN,O
of,IN,O
money,NN,O
?,.,O
"""",``,O
"""",``,O
no,DT,O
;,:,O
he,PRP$,O
need,NNS,O
be,VBD,O
very,RB,O
simple,JJ,O
and,CC,O
he,PRP$,O
salary,NN,O
ample,JJ,O
.,.,O
he,PRP,O
have,VBD,O
save,VBN,O
a,DT,O
few,JJ,O
hundred,NNS,O
",",",",O
and,CC,O
we,PRP,O
be,VBD,O
to,TO,O
marry,VB,O
at,IN,O
the,DT,O
New,NNP,O
Year,NNP,O
.,.,O
"""",``,O
"""",``,O
no,DT,O
sign,NNS,O
of,IN,O
any,DT,O
mental,JJ,O
excitement,NN,O
?,.,O
come,VB,O
",",",",O
Miss,NNP,LOCATION
Westbury,NNP,LOCATION
",",",",O
be,VB,O
absolutely,RB,O
frank,JJ,O
with,IN,O
we,PRP,O
.,.,O
"""",``,O
the,DT,O
quick,JJ,O
eye,NN,O
of,IN,O
my,PRP$,O
companion,NN,O
have,VBD,O
note,VBN,O
some,DT,O
change,NN,O
in,IN,O
she,PRP$,O
manner,NN,O
.,.,O
she,PRP,O
colour,VBD,O
and,CC,O
hesitate,VBD,O
.,.,O
"""",``,O
yes,UH,O
",",",",O
"""",'',O
she,PRP,O
say,VBD,O
at,IN,O
last,JJ,O
",",",",O
"""",'',O
I,PRP,O
have,VBD,O
a,DT,O
feeling,NN,O
that,IN,O
there,EX,O
be,VBD,O
something,NN,O
on,IN,O
he,PRP$,O
mind,NN,O
.,.,O
"""",'',O
"""",``,O
for,IN,O
long,JJ,O
?,.,O
"""",'',O
"""",``,O
only,RB,O
for,IN,O
the,DT,O
last,JJ,O
week,NN,O
or,CC,O
so,RB,O
.,.,O
he,PRP,O
be,VBD,O
thoughtful,JJ,O
and,CC,O
worried,JJ,O
.,.,O
once,IN,O
I,PRP,O
press,VBD,O
he,PRP,O
about,IN,O
it,PRP,O
.,.,O
he,PRP,O
admit,VBD,O
that,IN,O
there,EX,O
be,VBD,O
something,NN,O
",",",",O
and,CC,O
that,IN,O
it,PRP,O
be,VBD,O
concern,VBN,O
with,IN,O
he,PRP$,O
official,JJ,O
life,NN,O
.,.,O
',``,O
it,PRP,O
be,VBZ,O
too,RB,O
serious,JJ,O
for,IN,O
I,PRP,O
to,TO,O
speak,VB,O
about,RB,O
",",",",O
even,RB,O
to,IN,O
you,PRP,O
",",",",O
','',O
say,VBD,O
he,PRP,O
.,.,O
I,PRP,O
could,MD,O
get,VB,O
nothing,NN,O
more,JJR,O
.,.,O
"""",``,O
Holmes,NNP,PERSON
look,VBD,O
grave,JJ,O
.,.,O
"""",'',O
go,VB,O
on,RP,O
",",",",O
Miss,NNP,LOCATION
Westbury,NNP,LOCATION
.,.,O
even,RB,O
if,IN,O
it,PRP,O
seem,VBZ,O
to,TO,O
tell,VB,O
against,IN,O
he,PRP,O
",",",",O
go,VB,O
on,RP,O
.,.,O
we,PRP,O
can,MD,O
not,RB,O
say,VB,O
what,WP,O
it,PRP,O
may,MD,O
lead,VB,O
to,IN,O
.,.,O
"""",``,O
"""",``,O
indeed,RB,O
",",",",O
I,PRP,O
have,VBP,O
nothing,NN,O
more,JJR,O
to,TO,O
tell,VB,O
.,.,O
once,RB,O
or,CC,O
twice,RB,O
it,PRP,O
seem,VBD,O
to,IN,O
I,PRP,O
that,IN,O
he,PRP,O
be,VBD,O
on,IN,O
the,DT,O
point,NN,O
of,IN,O
tell,VBG,O
I,PRP,O
something,NN,O
.,.,O
he,PRP,O
speak,VBD,O
one,CD,O
evening,NN,O
of,IN,O
the,DT,O
importance,NN,O
of,IN,O
the,DT,O
secret,NN,O
",",",",O
and,CC,O
I,PRP,O
have,VBP,O
some,DT,O
recollection,NN,O
that,IN,O
he,PRP,O
say,VBD,O
that,IN,O
no,DT,O
doubt,NN,O
foreign,JJ,O
spy,NNS,O
would,MD,O
pay,VB,O
a,DT,O
great,JJ,O
deal,NN,O
to,TO,O
have,VB,O
it,PRP,O
.,.,O
"""",``,O
my,PRP$,O
friend,NN,O
's,POS,O
face,NN,O
grow,VBD,O
graver,JJR,O
still,RB,O
.,.,O
"""",'',O
anything,NN,O
else,RB,O
?,.,O
"""",``,O
"""",``,O
he,PRP,O
say,VBD,O
that,IN,O
we,PRP,O
be,VBD,O
slack,JJ,O
about,IN,O
such,JJ,O
matter,NNS,O
--,:,O
that,IN,O
it,PRP,O
would,MD,O
be,VB,O
easy,JJ,O
for,IN,O
a,DT,O
traitor,NN,O
to,TO,O
get,VB,O
the,DT,O
plan,NNS,O
.,.,O
"""",``,O
"""",``,O
be,VBD,O
it,PRP,O
only,RB,O
recently,RB,O
that,IN,O
he,PRP,O
make,VBD,O
such,JJ,O
remark,NNS,O
?,.,O
"""",``,O
"""",``,O
yes,UH,O
",",",",O
quite,RB,O
recently,RB,O
.,.,O
"""",``,O
"""",``,O
now,RB,O
tell,VB,O
we,PRP,O
of,IN,O
that,DT,O
last,JJ,TIME
evening,NN,TIME
.,.,O
"""",``,O
"""",``,O
we,PRP,O
be,VBD,O
to,TO,O
go,VB,O
to,IN,O
the,DT,O
theatre,NN,O
.,.,O
the,DT,O
fog,NN,O
be,VBD,O
so,RB,O
thick,JJ,O
that,IN,O
a,DT,O
cab,NN,O
be,VBD,O
useless,JJ,O
.,.,O
we,PRP,O
walk,VBD,O
",",",",O
and,CC,O
we,PRP$,O
way,NN,O
take,VBD,O
we,PRP,O
close,JJ,O
to,IN,O
the,DT,O
office,NN,O
.,.,O
suddenly,RB,O
he,PRP,O
dart,VBD,O
away,RB,O
into,IN,O
the,DT,O
fog,NN,O
.,.,O
"""",``,O
"""",``,O
without,IN,O
a,DT,O
word,NN,O
?,.,O
"""",``,O
"""",``,O
he,PRP,O
give,VBD,O
a,DT,O
exclamation,NN,O
;,:,O
that,DT,O
be,VBD,O
all,DT,O
.,.,O
I,PRP,O
wait,VBD,O
but,CC,O
he,PRP,O
never,RB,O
return,VBD,O
.,.,O
then,RB,O
I,PRP,O
walk,VBD,O
home,RB,O
.,.,O
next,JJ,O
morning,NN,O
",",",",O
after,IN,O
the,DT,O
office,NN,O
open,VBD,O
",",",",O
they,PRP,O
come,VBD,O
to,TO,O
inquire,VB,O
.,.,O
about,RB,O
twelve,CD,O
o'clock,NN,O
we,PRP,O
hear,VBD,O
the,DT,O
terrible,JJ,O
news,NN,O
.,.,O
oh,UH,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
",",",",O
if,IN,O
you,PRP,O
could,MD,O
only,RB,O
",",",",O
only,RB,O
save,VB,O
he,PRP$,O
honour,NN,O
!,.,O
it,PRP,O
be,VBD,O
so,RB,O
much,JJ,O
to,IN,O
he,PRP,O
.,.,O
"""",``,O
Holmes,NNP,PERSON
shake,VBD,O
he,PRP$,O
head,NN,O
sadly,RB,O
.,.,O
"""",'',O
come,VB,O
",",",",O
Watson,NNP,PERSON
",",",",O
"""",'',O
say,VBD,O
he,PRP,O
",",",",O
"""",``,O
we,PRP$,O
way,NNS,O
lie,VBP,O
elsewhere,RB,O
.,.,O
we,PRP$,O
next,JJ,O
station,NN,O
must,MD,O
be,VB,O
the,DT,O
office,NN,O
from,IN,O
which,WDT,O
the,DT,O
papers,NNS,O
be,VBD,O
take,VBN,O
.,.,O
"""",``,O
it,PRP,O
be,VBD,O
black,JJ,O
enough,RB,O
before,IN,O
against,IN,O
this,DT,O
young,JJ,O
man,NN,O
",",",",O
but,CC,O
we,PRP$,O
inquiry,NNS,O
make,VBP,O
it,PRP,O
blacker,NN,O
",",",",O
"""",'',O
he,PRP,O
remark,VBD,O
as,IN,O
the,DT,O
cab,NN,O
lumber,VBD,O
off,RP,O
.,.,O
"""",``,O
he,PRP$,O
come,VBG,O
marriage,NN,O
give,VBZ,O
a,DT,O
motive,NN,O
for,IN,O
the,DT,O
crime,NN,O
.,.,O
he,PRP,O
naturally,RB,O
want,VBD,O
money,NN,O
.,.,O
the,DT,O
idea,NN,O
be,VBD,O
in,IN,O
he,PRP$,O
head,NN,O
",",",",O
since,IN,O
he,PRP,O
speak,VBD,O
about,IN,O
it,PRP,O
.,.,O
he,PRP,O
nearly,RB,O
make,VBD,O
the,DT,O
girl,NN,O
a,DT,O
accomplice,NN,O
in,IN,O
the,DT,O
treason,NN,O
by,IN,O
tell,VBG,O
she,PRP$,O
he,PRP$,O
plan,NNS,O
.,.,O
it,PRP,O
be,VBZ,O
all,DT,O
very,RB,O
bad,JJ,O
.,.,O
"""",``,O
"""",``,O
but,CC,O
surely,RB,O
",",",",O
Holmes,NNP,PERSON
",",",",O
character,NN,O
go,VBZ,O
for,IN,O
something,NN,O
?,.,O
then,RB,O
",",",",O
again,RB,O
",",",",O
why,WRB,O
should,MD,O
he,PRP,O
leave,VB,O
the,DT,O
girl,NN,O
in,IN,O
the,DT,O
street,NN,O
and,CC,O
dart,NN,O
away,RB,O
to,TO,O
commit,VB,O
a,DT,O
felony,NN,O
?,.,O
"""",``,O
"""",``,O
exactly,RB,O
!,.,O
there,EX,O
be,VBP,O
certainly,RB,O
objection,NNS,O
.,.,O
but,CC,O
it,PRP,O
be,VBZ,O
a,DT,O
formidable,JJ,O
case,NN,O
which,WDT,O
they,PRP,O
have,VBP,O
to,TO,O
meet,VB,O
.,.,O
"""",``,O
Mr.,NNP,PERSON
Sidney,NNP,PERSON
Johnson,NNP,PERSON
",",",",O
the,DT,O
senior,JJ,O
clerk,NN,O
",",",",O
meet,VBD,O
we,PRP,O
at,IN,O
the,DT,O
office,NN,O
and,CC,O
receive,VBD,O
we,PRP,O
with,IN,O
that,DT,O
respect,NN,O
which,WDT,O
my,PRP$,O
companion,NN,O
's,POS,O
card,NN,O
always,RB,O
command,VBD,O
.,.,O
he,PRP,O
be,VBD,O
a,DT,O
thin,JJ,O
",",",",O
gruff,JJ,O
",",",",O
bespectacled,JJ,O
man,NN,O
of,IN,O
middle,JJ,O
age,NN,O
",",",",O
he,PRP$,O
cheek,NNS,O
haggard,JJ,O
",",",",O
and,CC,O
he,PRP$,O
hand,NNS,O
twitching,NN,O
from,IN,O
the,DT,O
nervous,JJ,O
strain,NN,O
to,TO,O
which,WDT,O
he,PRP,O
have,VBD,O
be,VBN,O
subject,VBN,O
.,.,O
"""",``,O
it,PRP,O
be,VBZ,O
bad,JJ,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
",",",",O
very,RB,O
bad,JJ,O
!,.,O
have,VBP,O
you,PRP,O
hear,VBN,O
of,IN,O
the,DT,O
death,NN,O
of,IN,O
the,DT,O
chief,NN,O
?,.,O
"""",``,O
"""",``,O
we,PRP,O
have,VBP,O
just,RB,O
come,VBN,O
from,IN,O
he,PRP$,O
house,NN,O
.,.,O
"""",``,O
"""",``,O
the,DT,O
place,NN,O
be,VBZ,O
disorganized,JJ,O
.,.,O
the,DT,O
chief,JJ,O
dead,JJ,O
",",",",O
Cadogan,NNP,PERSON
West,NNP,PERSON
dead,JJ,O
",",",",O
we,PRP$,O
papers,NNS,O
steal,VBN,O
.,.,O
and,CC,O
yet,RB,O
",",",",O
when,WRB,O
we,PRP,O
close,VBD,O
we,PRP$,O
door,NN,O
on,IN,O
Monday,NNP,DATE
evening,NN,TIME
",",",",O
we,PRP,O
be,VBD,O
as,IN,O
efficient,JJ,O
a,DT,O
office,NN,O
as,IN,O
any,DT,O
in,IN,O
the,DT,O
government,NN,O
service,NN,O
.,.,O
good,JJ,O
God,NNP,O
",",",",O
it,PRP,O
be,VBZ,O
dreadful,JJ,O
to,TO,O
think,VB,O
of,IN,O
!,.,O
that,DT,O
West,NNP,O
",",",",O
of,IN,O
all,DT,O
man,NNS,O
",",",",O
should,MD,O
have,VB,O
do,VBN,O
such,PDT,O
a,DT,O
thing,NN,O
!,.,O
"""",``,O
"""",``,O
you,PRP,O
be,VBP,O
sure,JJ,O
of,IN,O
he,PRP$,O
guilt,NN,O
",",",",O
then,RB,O
?,.,O
"""",``,O
"""",``,O
I,PRP,O
can,MD,O
see,VB,O
no,DT,O
other,JJ,O
way,NN,O
out,IN,O
of,IN,O
it,PRP,O
.,.,O
and,CC,O
yet,RB,O
I,PRP,O
would,MD,O
have,VB,O
trust,VBN,O
he,PRP,O
as,IN,O
I,PRP,O
trust,VBP,O
myself,PRP,O
.,.,O
"""",``,O
"""",``,O
at,IN,O
what,WDT,O
hour,NN,O
be,VBD,O
the,DT,O
office,NN,O
close,VBD,O
on,IN,O
Monday,NNP,DATE
?,.,O
"""",``,O
"""",``,O
at,IN,O
five,CD,O
.,.,O
"""",``,O
"""",``,O
do,VBD,O
you,PRP,O
close,VB,O
it,PRP,O
?,.,O
"""",``,O
"""",``,O
I,PRP,O
be,VBP,O
always,RB,O
the,DT,O
last,JJ,O
man,NN,O
out,RP,O
.,.,O
"""",``,O
"""",``,O
where,WRB,O
be,VBD,O
the,DT,O
plan,NNS,O
?,.,O
"""",``,O
"""",``,O
in,IN,O
that,DT,O
safe,JJ,O
.,.,O
I,PRP,O
put,VBD,O
they,PRP,O
there,RB,O
myself,PRP,O
.,.,O
"""",``,O
"""",``,O
be,VBZ,O
there,RB,O
no,DT,O
watchman,NN,O
to,IN,O
the,DT,O
building,NN,O
?,.,O
"""",``,O
"""",``,O
there,EX,O
be,VBZ,O
",",",",O
but,CC,O
he,PRP,O
have,VBZ,O
other,JJ,O
department,NNS,O
to,TO,O
look,VB,O
after,IN,O
as,RB,O
well,RB,O
.,.,O
he,PRP,O
be,VBZ,O
a,DT,O
old,JJ,O
soldier,NN,O
and,CC,O
a,DT,O
most,RBS,O
trustworthy,JJ,O
man,NN,O
.,.,O
he,PRP,O
see,VBD,O
nothing,NN,O
that,WDT,O
evening,NN,O
.,.,O
of,RB,O
course,RB,O
the,DT,O
fog,NN,O
be,VBD,O
very,RB,O
thick,JJ,O
.,.,O
"""",``,O
"""",``,O
suppose,VB,O
that,DT,O
Cadogan,NNP,PERSON
West,NNP,PERSON
wish,VBD,O
to,TO,O
make,VB,O
he,PRP$,O
way,NN,O
into,IN,O
the,DT,O
building,NN,O
after,IN,O
hour,NNS,O
;,:,O
he,PRP,O
would,MD,O
need,VB,O
three,CD,O
key,NNS,O
",",",",O
would,MD,O
he,PRP,O
not,RB,O
",",",",O
before,IN,O
the,DT,O
could,MD,O
reach,VB,O
the,DT,O
papers,NNS,O
?,.,O
"""",``,O
"""",``,O
yes,UH,O
",",",",O
he,PRP,O
would,MD,O
.,.,O
the,DT,O
key,NN,O
of,IN,O
the,DT,O
outer,JJ,O
door,NN,O
",",",",O
the,DT,O
key,NN,O
of,IN,O
the,DT,O
office,NN,O
",",",",O
and,CC,O
the,DT,O
key,NN,O
of,IN,O
the,DT,O
safe,JJ,O
.,.,O
"""",``,O
"""",``,O
only,RB,O
Sir,NNP,O
James,NNP,PERSON
Walter,NNP,PERSON
and,CC,O
you,PRP,O
have,VBD,O
those,DT,O
key,NNS,O
?,.,O
"""",``,O
"""",``,O
I,PRP,O
have,VBD,O
no,DT,O
key,NNS,O
of,IN,O
the,DT,O
door,NNS,O
--,:,O
only,RB,O
of,IN,O
the,DT,O
safe,JJ,O
.,.,O
"""",``,O
"""",``,O
be,VBD,O
Sir,NNP,O
James,NNP,PERSON
a,DT,O
man,NN,O
who,WP,O
be,VBD,O
orderly,JJ,O
in,IN,O
he,PRP$,O
habit,NNS,O
?,.,O
"""",``,O
"""",``,O
yes,UH,O
",",",",O
I,PRP,O
think,VBP,O
he,PRP,O
be,VBD,O
.,.,O
I,PRP,O
know,VBP,O
that,IN,O
so,RB,O
far,RB,O
as,IN,O
those,DT,O
three,CD,O
key,NNS,O
be,VBP,O
concerned,JJ,O
he,PRP,O
keep,VBD,O
they,PRP,O
on,IN,O
the,DT,O
same,JJ,O
ring,NN,O
.,.,O
I,PRP,O
have,VBP,O
often,RB,O
see,VBN,O
they,PRP,O
there,RB,O
.,.,O
"""",``,O
"""",``,O
and,CC,O
that,DT,O
ring,NN,O
go,VBD,O
with,IN,O
he,PRP,O
to,IN,O
London,NNP,LOCATION
?,.,O
"""",``,O
"""",``,O
he,PRP,O
say,VBD,O
so,RB,O
.,.,O
"""",``,O
"""",``,O
and,CC,O
you,PRP$,O
key,JJ,O
never,RB,O
leave,VBN,O
you,PRP$,O
possession,NN,O
?,.,O
"""",``,O
"""",``,O
never,RB,O
.,.,O
"""",``,O
"""",``,O
then,RB,O
West,NNP,O
",",",",O
if,IN,O
he,PRP,O
be,VBZ,O
the,DT,O
culprit,NN,O
",",",",O
must,MD,O
have,VB,O
have,VBN,O
a,DT,O
duplicate,NN,O
.,.,O
and,CC,O
yet,RB,O
none,NN,O
be,VBD,O
find,VBN,O
upon,IN,O
he,PRP$,O
body,NN,O
.,.,O
one,CD,O
other,JJ,O
point,NN,O
:,:,O
if,IN,O
a,DT,O
clerk,NN,O
in,IN,O
this,DT,O
office,NN,O
desire,VBN,O
to,TO,O
sell,VB,O
the,DT,O
plan,NNS,O
",",",",O
would,MD,O
it,PRP,O
not,RB,O
be,VB,O
simply,RB,O
to,TO,O
copy,VB,O
the,DT,O
plan,NNS,O
for,IN,O
himself,PRP,O
than,IN,O
to,TO,O
take,VB,O
the,DT,O
original,NNS,O
",",",",O
as,IN,O
be,VBD,O
actually,RB,O
do,VBN,O
?,.,O
"""",``,O
