lemma,pos,ner
sign,NNS,O
of,IN,O
a,DT,O
murderous,JJ,O
struggle,NN,O
",",",",O
slight,JJ,O
trace,NNS,O
of,IN,O
blood,NN,O
be,VBG,O
find,VBN,O
within,IN,O
the,DT,O
room,NN,O
",",",",O
and,CC,O
a,DT,O
oaken,JJ,O
walking,NN,O
-,HYPH,O
stick,NN,O
",",",",O
which,WDT,O
also,RB,O
show,VBD,O
stain,NNS,O
of,IN,O
blood,NN,O
upon,IN,O
the,DT,O
handle,NN,O
.,.,O
it,PRP,O
be,VBZ,O
know,VBN,O
that,IN,O
Mr.,NNP,PERSON
Jonas,NNP,PERSON
Oldacre,NNP,PERSON
have,VBD,O
receive,VBN,O
a,DT,O
late,JJ,O
visitor,NN,O
in,IN,O
he,PRP$,O
bedroom,NN,O
upon,IN,O
that,DT,O
night,NN,O
",",",",O
and,CC,O
the,DT,O
stick,NN,O
find,VBD,O
have,VBZ,O
be,VBN,O
identify,VBN,O
as,IN,O
the,DT,O
property,NN,O
of,IN,O
this,DT,O
person,NN,O
",",",",O
who,WP,O
be,VBZ,O
a,DT,O
young,JJ,O
London,NNP,LOCATION
solicitor,NN,O
name,VBN,O
John,NNP,PERSON
Hector,NNP,PERSON
McFarlane,NNP,PERSON
",",",",O
junior,JJ,O
partner,NN,O
of,IN,O
Graham,NNP,PERSON
and,CC,O
McFarlane,NNP,PERSON
",",",",O
of,IN,O
426,CD,O
",",",",O
Gresham,NNP,ORGANIZATION
building,NNS,ORGANIZATION
",",",",O
e.c.,NN,O
.,.,O
the,DT,O
police,NNS,O
believe,VBP,O
that,IN,O
they,PRP,O
have,VBP,O
evidence,NN,O
in,IN,O
they,PRP$,O
possession,NN,O
which,WDT,O
supply,VBZ,O
a,DT,O
very,RB,O
convincing,JJ,O
motive,NN,O
for,IN,O
the,DT,O
crime,NN,O
",",",",O
and,CC,O
altogether,RB,O
it,PRP,O
can,MD,O
not,RB,O
be,VB,O
doubt,VBN,O
that,IN,O
sensational,JJ,O
development,NNS,O
will,MD,O
follow,VB,O
.,.,O
"""",``,O
later,RBR,O
.,.,O
--,:,O
it,PRP,O
be,VBZ,O
rumour,VBN,O
as,IN,O
we,PRP,O
go,VBP,O
to,TO,O
press,VB,O
that,IN,O
Mr.,NNP,PERSON
John,NNP,PERSON
Hector,NNP,PERSON
McFarlane,NNP,PERSON
have,VBZ,O
actually,RB,O
be,VBN,O
arrest,VBN,O
on,IN,O
the,DT,O
charge,NN,O
of,IN,O
the,DT,O
murder,NN,O
of,IN,O
Mr.,NNP,PERSON
Jonas,NNP,PERSON
Oldacre,NNP,PERSON
.,.,O
it,PRP,O
be,VBZ,O
at,IN,O
least,JJS,O
certain,JJ,O
that,IN,O
a,DT,O
warrant,NN,O
have,VBZ,O
be,VBN,O
issue,VBN,O
.,.,O
there,EX,O
have,VBP,O
be,VBN,O
further,RB,O
and,CC,O
sinister,JJ,O
development,NNS,O
in,IN,O
the,DT,O
investigation,NN,O
at,IN,O
Norwood,NNP,LOCATION
.,.,O
besides,IN,O
the,DT,O
sign,NNS,O
of,IN,O
a,DT,O
struggle,NN,O
in,IN,O
the,DT,O
room,NN,O
of,IN,O
the,DT,O
unfortunate,JJ,O
builder,NN,O
it,PRP,O
be,VBZ,O
now,RB,O
know,VBN,O
that,IN,O
the,DT,O
french,JJ,MISC
window,NNS,O
of,IN,O
he,PRP$,O
bedroom,NN,O
(,-LRB-,O
which,WDT,O
be,VBZ,O
on,IN,O
the,DT,O
ground,NN,O
floor,NN,O
),-RRB-,O
be,VBD,O
find,VBN,O
to,TO,O
be,VB,O
open,JJ,O
",",",",O
that,IN,O
there,EX,O
be,VBD,O
mark,NNS,O
as,IN,O
if,IN,O
some,DT,O
bulky,JJ,O
object,NN,O
have,VBD,O
be,VBN,O
drag,VBN,O
across,IN,O
to,IN,O
the,DT,O
wood,NN,O
-,HYPH,O
pile,NN,O
",",",",O
and,CC,O
",",",",O
finally,RB,O
",",",",O
it,PRP,O
be,VBZ,O
assert,VBN,O
that,IN,O
charred,JJ,O
remains,NNS,O
have,VBP,O
be,VBN,O
find,VBN,O
among,IN,O
the,DT,O
charcoal,NN,O
ash,NNS,O
of,IN,O
the,DT,O
fire,NN,O
.,.,O
the,DT,O
police,NN,O
theory,NN,O
be,VBZ,O
that,IN,O
a,DT,O
most,RBS,O
sensational,JJ,O
crime,NN,O
have,VBZ,O
be,VBN,O
commit,VBN,O
",",",",O
that,IN,O
the,DT,O
victim,NN,O
be,VBD,O
club,VBN,O
to,IN,O
death,NN,O
in,IN,O
he,PRP$,O
own,JJ,O
bedroom,NN,O
",",",",O
he,PRP$,O
papers,NNS,O
rifle,VBD,O
",",",",O
and,CC,O
he,PRP$,O
dead,JJ,O
body,NN,O
drag,VBD,O
across,RP,O
to,IN,O
the,DT,O
wood,NN,O
-,HYPH,O
stack,NN,O
",",",",O
which,WDT,O
be,VBD,O
then,RB,O
ignite,VBN,O
so,RB,O
as,IN,O
to,TO,O
hide,VB,O
all,DT,O
trace,NNS,O
of,IN,O
the,DT,O
crime,NN,O
.,.,O
the,DT,O
conduct,NN,O
of,IN,O
the,DT,O
criminal,JJ,O
investigation,NN,O
have,VBZ,O
be,VBN,O
leave,VBN,O
in,IN,O
the,DT,O
experienced,JJ,O
hand,NNS,O
of,IN,O
Inspector,NNP,O
Lestrade,NNP,PERSON
",",",",O
of,IN,O
Scotland,NNP,LOCATION
Yard,NNP,LOCATION
",",",",O
who,WP,O
be,VBZ,O
follow,VBG,O
up,RP,O
the,DT,O
clue,NNS,O
with,IN,O
he,PRP$,O
accustomed,JJ,O
energy,NN,O
and,CC,O
sagacity,NN,O
.,.,O
"""",``,O
Sherlock,NNP,PERSON
Holmes,NNP,PERSON
listen,VBD,O
with,IN,O
closed,JJ,O
eye,NNS,O
and,CC,O
finger,NN,O
-,HYPH,O
tip,NNS,O
together,RB,O
to,IN,O
this,DT,O
remarkable,JJ,O
account,NN,O
.,.,O
"""",'',O
the,DT,O
case,NN,O
have,VBZ,O
certainly,RB,O
some,DT,O
point,NNS,O
of,IN,O
interest,NN,O
",",",",O
"""",'',O
say,VBD,O
he,PRP,O
",",",",O
in,IN,O
he,PRP$,O
languid,JJ,O
fashion,NN,O
.,.,O
"""",'',O
may,MD,O
I,PRP,O
ask,VB,O
",",",",O
in,IN,O
the,DT,O
first,JJ,O
place,NN,O
",",",",O
Mr.,NNP,PERSON
McFarlane,NNP,PERSON
",",",",O
how,WRB,O
it,PRP,O
be,VBZ,O
that,IN,O
you,PRP,O
be,VBP,O
still,RB,O
at,IN,O
liberty,NN,O
",",",",O
since,IN,O
there,RB,O
appear,VBZ,O
to,TO,O
be,VB,O
enough,JJ,O
evidence,NN,O
to,TO,O
justify,VB,O
you,PRP$,O
arrest,NN,O
?,.,O
"""",``,O
"""",``,O
I,PRP,O
live,VBP,O
at,IN,O
Torrington,NNP,LOCATION
Lodge,NNP,LOCATION
",",",",O
Blackheath,NNP,O
",",",",O
with,IN,O
my,PRP$,O
parent,NNS,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
;,:,O
but,CC,O
last,JJ,TIME
night,NN,TIME
",",",",O
have,VBG,O
to,TO,O
do,VB,O
business,NN,O
very,RB,O
late,RB,O
with,IN,O
Mr.,NNP,PERSON
Jonas,NNP,PERSON
Oldacre,NNP,PERSON
",",",",O
I,PRP,O
stay,VBD,O
at,IN,O
a,DT,O
hotel,NN,O
in,IN,O
Norwood,NNP,LOCATION
",",",",O
and,CC,O
come,VBD,O
to,IN,O
my,PRP$,O
business,NN,O
from,IN,O
there,RB,O
.,.,O
I,PRP,O
know,VBD,O
nothing,NN,O
of,IN,O
this,DT,O
affair,NN,O
until,IN,O
I,PRP,O
be,VBD,O
in,IN,O
the,DT,O
train,NN,O
",",",",O
when,WRB,O
I,PRP,O
read,VBD,O
what,WP,O
you,PRP,O
have,VBP,O
just,RB,O
hear,VBN,O
.,.,O
I,PRP,O
at,RB,O
once,RB,O
see,VBD,O
the,DT,O
horrible,JJ,O
danger,NN,O
of,IN,O
my,PRP$,O
position,NN,O
",",",",O
and,CC,O
I,PRP,O
hurry,VBD,O
to,TO,O
put,VB,O
the,DT,O
case,NN,O
into,IN,O
you,PRP$,O
hand,NNS,O
.,.,O
I,PRP,O
have,VBP,O
no,DT,O
doubt,NN,O
that,IN,O
I,PRP,O
should,MD,O
have,VB,O
be,VBN,O
arrest,VBN,O
either,CC,O
at,IN,O
my,PRP$,O
City,NNP,O
office,NN,O
or,CC,O
at,IN,O
my,PRP$,O
home,NN,O
.,.,O
a,DT,O
man,NN,O
follow,VBD,O
I,PRP,O
from,IN,O
London,NNP,LOCATION
Bridge,NNP,LOCATION
Station,NNP,LOCATION
",",",",O
and,CC,O
I,PRP,O
have,VBP,O
no,DT,O
doubt,NN,O
--,:,O
great,JJ,O
Heaven,NNP,O
",",",",O
what,WP,O
be,VBZ,O
that,DT,O
?,.,O
"""",``,O
it,PRP,O
be,VBD,O
a,DT,O
clang,NN,O
of,IN,O
the,DT,O
bell,NN,O
",",",",O
follow,VBD,O
instantly,RB,O
by,IN,O
heavy,JJ,O
step,NNS,O
upon,IN,O
the,DT,O
stair,NN,O
.,.,O
a,DT,O
moment,NN,O
later,RB,O
we,PRP$,O
old,JJ,O
friend,NN,O
Lestrade,NNP,PERSON
appear,VBD,O
in,IN,O
the,DT,O
doorway,NN,O
.,.,O
over,IN,O
he,PRP$,O
shoulder,NN,O
I,PRP,O
catch,VBD,O
a,DT,O
glimpse,NN,O
of,IN,O
one,CD,O
or,CC,O
two,CD,O
uniformed,JJ,O
policeman,NNS,O
outside,RB,O
.,.,O
"""",``,O
Mr.,NNP,PERSON
John,NNP,PERSON
Hector,NNP,PERSON
McFarlane,NNP,PERSON
?,.,O
"""",'',O
say,VBD,O
Lestrade,NNP,PERSON
.,.,O
we,PRP$,O
unfortunate,JJ,O
client,NN,O
rise,VBD,O
with,IN,O
a,DT,O
ghastly,JJ,O
face,NN,O
.,.,O
"""",``,O
I,PRP,O
arrest,VBP,O
you,PRP,O
for,IN,O
the,DT,O
wilful,JJ,O
murder,NN,O
of,IN,O
Mr.,NNP,PERSON
Jonas,NNP,PERSON
Oldacre,NNP,PERSON
",",",",O
of,IN,O
Lower,NNP,O
Norwood,NNP,O
.,.,O
"""",'',O
McFarlane,NNP,PERSON
turn,VBD,O
to,IN,O
we,PRP,O
with,IN,O
a,DT,O
gesture,NN,O
of,IN,O
despair,NN,O
",",",",O
and,CC,O
sink,VBD,O
into,IN,O
he,PRP$,O
chair,NN,O
once,RB,O
more,RBR,O
like,IN,O
one,CD,O
who,WP,O
be,VBZ,O
crush,VBN,O
.,.,O
"""",``,O
one,CD,O
moment,NN,O
",",",",O
Lestrade,NNP,PERSON
",",",",O
"""",'',O
say,VBD,O
Holmes,NNP,PERSON
.,.,O
"""",``,O
half,PDT,O
a,DT,O
hour,NN,O
more,RBR,O
or,CC,O
less,RBR,O
can,MD,O
make,VB,O
no,DT,O
difference,NN,O
to,IN,O
you,PRP,O
",",",",O
and,CC,O
the,DT,O
gentleman,NN,O
be,VBD,O
about,RB,O
to,TO,O
give,VB,O
we,PRP,O
a,DT,O
account,NN,O
of,IN,O
this,DT,O
very,RB,O
interesting,JJ,O
affair,NN,O
",",",",O
which,WDT,O
might,MD,O
aid,VB,O
we,PRP,O
in,IN,O
clear,VBG,O
it,PRP,O
up,RP,O
.,.,O
"""",'',O
"""",``,O
I,PRP,O
think,VBP,O
there,EX,O
will,MD,O
be,VB,O
no,DT,O
difficulty,NN,O
in,IN,O
clear,VBG,O
it,PRP,O
up,RP,O
",",",",O
"""",'',O
say,VBD,O
Lestrade,NNP,PERSON
",",",",O
grimly,RB,O
.,.,O
"""",``,O
none,NN,O
the,DT,O
less,RBR,O
",",",",O
with,IN,O
you,PRP$,O
permission,NN,O
",",",",O
I,PRP,O
should,MD,O
be,VB,O
much,JJ,O
interested,JJ,O
to,TO,O
hear,VB,O
he,PRP$,O
account,NN,O
.,.,O
"""",'',O
"""",``,O
well,UH,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
",",",",O
it,PRP,O
be,VBZ,O
difficult,JJ,O
for,IN,O
I,PRP,O
to,TO,O
refuse,VB,O
you,PRP,O
anything,NN,O
",",",",O
for,IN,O
you,PRP,O
have,VBP,O
be,VBN,O
of,IN,O
use,NN,O
to,IN,O
the,DT,O
force,NN,O
once,RB,O
or,CC,O
twice,RB,O
in,IN,O
the,DT,O
past,NN,O
",",",",O
and,CC,O
we,PRP,O
owe,VBP,O
you,PRP,O
a,DT,O
good,JJ,O
turn,NN,O
at,IN,O
Scotland,NNP,LOCATION
Yard,NNP,LOCATION
",",",",O
"""",'',O
say,VBD,O
Lestrade,NNP,PERSON
.,.,O
"""",``,O
at,IN,O
the,DT,O
same,JJ,O
time,NN,O
I,PRP,O
must,MD,O
remain,VB,O
with,IN,O
my,PRP$,O
prisoner,NN,O
",",",",O
and,CC,O
I,PRP,O
be,VBP,O
bind,VBN,O
to,TO,O
warn,VB,O
he,PRP,O
that,IN,O
anything,NN,O
he,PRP,O
may,MD,O
say,VB,O
will,MD,O
appear,VB,O
in,IN,O
evidence,NN,O
against,IN,O
he,PRP,O
.,.,O
"""",'',O
"""",``,O
I,PRP,O
wish,VBP,O
nothing,NN,O
better,JJR,O
",",",",O
"""",'',O
say,VBD,O
we,PRP$,O
client,NN,O
.,.,O
"""",``,O
all,DT,O
I,PRP,O
ask,VBP,O
be,VBZ,O
that,IN,O
you,PRP,O
should,MD,O
hear,VB,O
and,CC,O
recognise,VB,O
the,DT,O
absolute,JJ,O
truth,NN,O
.,.,O
"""",'',O
Lestrade,NNP,PERSON
look,VBD,O
at,IN,O
he,PRP$,O
watch,NN,O
.,.,O
"""",``,O
I,PRP,O
will,MD,O
give,VB,O
you,PRP,O
half,PDT,O
a,DT,O
hour,NN,O
",",",",O
"""",'',O
say,VBD,O
he,PRP,O
.,.,O
"""",``,O
I,PRP,O
must,MD,O
explain,VB,O
first,RB,O
",",",",O
"""",'',O
say,VBD,O
McFarlane,NNP,PERSON
",",",",O
"""",'',O
that,IN,O
I,PRP,O
know,VBD,O
nothing,NN,O
of,IN,O
Mr.,NNP,PERSON
Jonas,NNP,PERSON
Oldacre,NNP,PERSON
.,.,O
he,PRP$,O
name,NN,O
be,VBD,O
familiar,JJ,O
to,IN,O
I,PRP,O
",",",",O
for,IN,O
many,JJ,O
year,NNS,O
ago,IN,O
my,PRP$,O
parent,NNS,O
be,VBD,O
acquaint,VBN,O
with,IN,O
he,PRP,O
",",",",O
but,CC,O
they,PRP,O
drift,VBD,O
apart,RB,O
.,.,O
I,PRP,O
be,VBD,O
very,RB,O
much,RB,O
surprised,JJ,O
",",",",O
therefore,RB,O
",",",",O
when,WRB,O
yesterday,NN,O
",",",",O
about,IN,O
three,CD,O
o'clock,NN,O
in,IN,O
the,DT,O
afternoon,NN,TIME
",",",",O
he,PRP,O
walk,VBD,O
into,IN,O
my,PRP$,O
office,NN,O
in,IN,O
the,DT,O
City,NNP,O
.,.,O
but,CC,O
I,PRP,O
be,VBD,O
still,RB,O
more,RBR,O
astonished,JJ,O
when,WRB,O
he,PRP,O
tell,VBD,O
I,PRP,O
the,DT,O
object,NN,O
of,IN,O
he,PRP$,O
visit,NN,O
.,.,O
he,PRP,O
have,VBD,O
in,IN,O
he,PRP$,O
hand,NN,O
several,JJ,O
sheet,NNS,O
of,IN,O
a,DT,O
note,NN,O
-,HYPH,O
book,NN,O
",",",",O
cover,VBN,O
with,IN,O
scribble,VBN,O
writing,NN,O
--,:,O
here,RB,O
they,PRP,O
be,VBP,O
--,:,O
and,CC,O
he,PRP,O
lay,VBD,O
they,PRP,O
on,IN,O
my,PRP$,O
table,NN,O
.,.,O
"""",``,O
',``,O
here,RB,O
be,VBZ,O
my,PRP$,O
will,NN,O
",",",",O
','',O
say,VBD,O
he,PRP,O
.,.,O
',``,O
I,PRP,O
want,VBP,O
you,PRP,O
",",",",O
Mr.,NNP,PERSON
McFarlane,NNP,PERSON
",",",",O
to,TO,O
cast,VB,O
it,PRP,O
into,IN,O
proper,JJ,O
legal,JJ,O
shape,NN,O
.,.,O
I,PRP,O
will,MD,O
sit,VB,O
here,RB,O
while,IN,O
you,PRP,O
do,VBP,O
so,RB,O
.,.,O
',``,O
"""",``,O
I,PRP,O
set,VBD,O
myself,PRP,O
to,TO,O
copy,VB,O
it,PRP,O
",",",",O
and,CC,O
you,PRP,O
can,MD,O
imagine,VB,O
my,PRP$,O
astonishment,NN,O
when,WRB,O
I,PRP,O
find,VBD,O
that,IN,O
",",",",O
with,IN,O
some,DT,O
reservation,NNS,O
",",",",O
he,PRP,O
have,VBD,O
leave,VBN,O
all,PDT,O
he,PRP$,O
property,NN,O
to,IN,O
I,PRP,O
.,.,O
he,PRP,O
be,VBD,O
a,DT,O
strange,JJ,O
little,JJ,O
",",",",O
ferret,VB,O
-,HYPH,O
like,RP,O
man,NN,O
",",",",O
with,IN,O
white,JJ,O
eyelash,NNS,O
",",",",O
and,CC,O
when,WRB,O
I,PRP,O
look,VBD,O
up,RP,O
at,IN,O
he,PRP,O
I,PRP,O
find,VBD,O
he,PRP$,O
keen,JJ,O
grey,JJ,O
eye,NNS,O
fix,VBN,O
upon,IN,O
I,PRP,O
with,IN,O
a,DT,O
amused,JJ,O
expression,NN,O
.,.,O
I,PRP,O
could,MD,O
hardly,RB,O
believe,VB,O
my,PRP$,O
own,JJ,O
sens,NNS,O
as,IN,O
I,PRP,O
read,VBP,O
the,DT,O
term,NNS,O
of,IN,O
the,DT,O
will,NN,O
;,:,O
but,CC,O
he,PRP,O
explain,VBD,O
that,IN,O
he,PRP,O
be,VBD,O
a,DT,O
bachelor,NN,O
with,IN,O
hardly,RB,O
any,DT,O
living,NN,O
relation,NN,O
",",",",O
that,IN,O
he,PRP,O
have,VBD,O
know,VBN,O
my,PRP$,O
parent,NNS,O
in,IN,O
he,PRP$,O
youth,NN,O
",",",",O
and,CC,O
that,IN,O
he,PRP,O
have,VBD,O
always,RB,O
hear,VBN,O
of,IN,O
I,PRP,O
as,IN,O
a,DT,O
very,RB,O
deserving,JJ,O
young,JJ,O
man,NN,O
",",",",O
and,CC,O
be,VBD,O
assure,VBN,O
that,IN,O
he,PRP$,O
money,NN,O
would,MD,O
be,VB,O
in,IN,O
worthy,JJ,O
hand,NNS,O
.,.,O
of,RB,O
course,RB,O
",",",",O
I,PRP,O
could,MD,O
only,RB,O
stammer,VB,O
out,RP,O
my,PRP$,O
thanks,NNS,O
.,.,O
the,DT,O
will,MD,O
be,VBD,O
duly,RB,O
finish,VBN,O
",",",",O
sign,VBN,O
",",",",O
and,CC,O
witness,VBN,O
by,IN,O
my,PRP$,O
clerk,NN,O
.,.,O
this,DT,O
be,VBZ,O
it,PRP,O
on,IN,O
the,DT,O
blue,JJ,O
paper,NN,O
",",",",O
and,CC,O
these,DT,O
slip,NNS,O
",",",",O
as,IN,O
I,PRP,O
have,VBP,O
explain,VBN,O
",",",",O
be,VBP,O
the,DT,O
rough,JJ,O
draft,NN,O
.,.,O
Mr.,NNP,PERSON
Jonas,NNP,PERSON
Oldacre,NNP,PERSON
then,RB,O
inform,VBD,O
I,PRP,O
that,IN,O
there,EX,O
be,VBD,O
a,DT,O
number,NN,O
of,IN,O
document,NNS,O
--,:,O
build,VBG,O
lease,NNS,O
",",",",O
title,NN,O
-,HYPH,O
deed,NNS,O
",",",",O
mortgage,NNS,O
",",",",O
scrip,NN,O
",",",",O
and,CC,O
so,RB,O
forth,RB,O
--,:,O
which,WDT,O
it,PRP,O
be,VBD,O
necessary,JJ,O
that,IN,O
I,PRP,O
should,MD,O
see,VB,O
and,CC,O
understand,VB,O
.,.,O
he,PRP,O
say,VBD,O
that,IN,O
he,PRP$,O
mind,NN,O
would,MD,O
not,RB,O
be,VB,O
easy,JJ,O
until,IN,O
the,DT,O
whole,JJ,O
thing,NN,O
be,VBD,O
settle,VBN,O
",",",",O
and,CC,O
he,PRP,O
beg,VBD,O
I,PRP,O
to,TO,O
come,VB,O
out,RP,O
to,IN,O
he,PRP$,O
house,NN,O
at,IN,O
Norwood,NNP,LOCATION
that,DT,TIME
night,NN,TIME
",",",",O
bring,VBG,O
the,DT,O
will,NN,O
with,IN,O
I,PRP,O
",",",",O
and,CC,O
to,TO,O
arrange,VB,O
matter,NNS,O
.,.,O
',``,O
remember,VB,O
",",",",O
my,PRP$,O
boy,NN,O
",",",",O
not,RB,O
one,CD,O
word,NN,O
to,IN,O
you,PRP$,O
parent,NNS,O
about,IN,O
the,DT,O
affair,NN,O
until,IN,O
everything,NN,O
be,VBZ,O
settle,VBN,O
.,.,O
we,PRP,O
will,MD,O
keep,VB,O
it,PRP,O
as,IN,O
a,DT,O
little,JJ,O
surprise,NN,O
for,IN,O
they,PRP,O
.,.,O
',``,O
he,PRP,O
be,VBD,O
very,RB,O
insistent,JJ,O
upon,IN,O
this,DT,O
point,NN,O
",",",",O
and,CC,O
make,VBD,O
I,PRP,O
promise,VB,O
it,PRP,O
faithfully,RB,O
.,.,O
"""",``,O
you,PRP,O
can,MD,O
imagine,VB,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
",",",",O
that,IN,O
I,PRP,O
be,VBD,O
not,RB,O
in,IN,O
a,DT,O
humour,NN,O
to,TO,O
refuse,VB,O
he,PRP,O
anything,NN,O
that,WDT,O
he,PRP,O
might,MD,O
ask,VB,O
.,.,O
he,PRP,O
be,VBD,O
my,PRP$,O
benefactor,NN,O
",",",",O
and,CC,O
all,PDT,O
my,PRP$,O
desire,NN,O
be,VBD,O
to,TO,O
carry,VB,O
out,RP,O
he,PRP$,O
wish,NNS,O
in,IN,O
every,DT,O
particular,JJ,O
.,.,O
I,PRP,O
send,VBD,O
a,DT,O
telegram,NN,O
home,NN,O
",",",",O
therefore,RB,O
",",",",O
to,TO,O
say,VB,O
that,IN,O
I,PRP,O
have,VBD,O
important,JJ,O
business,NN,O
on,IN,O
hand,NN,O
",",",",O
and,CC,O
that,IN,O
it,PRP,O
be,VBD,O
impossible,JJ,O
for,IN,O
I,PRP,O
to,TO,O
say,VB,O
how,WRB,O
late,JJ,O
I,PRP,O
might,MD,O
be,VB,O
.,.,O
Mr.,NNP,PERSON
Oldacre,NNP,PERSON
have,VBD,O
tell,VBD,O
I,PRP,O
that,IN,O
he,PRP,O
would,MD,O
like,VB,O
I,PRP,O
to,TO,O
have,VB,O
supper,NN,DATE
with,IN,O
he,PRP,O
at,IN,O
nine,CD,O
",",",",O
as,IN,O
he,PRP,O
might,MD,O
not,RB,O
be,VB,O
home,RB,O
before,IN,O
that,DT,O
hour,NN,O
.,.,O
I,PRP,O
have,VBD,O
some,DT,O
difficulty,NN,O
in,IN,O
find,VBG,O
he,PRP$,O
house,NN,O
",",",",O
however,RB,O
",",",",O
and,CC,O
it,PRP,O
be,VBD,O
nearly,RB,O
half,JJ,O
-,HYPH,O
past,NN,O
before,IN,O
I,PRP,O
reach,VBD,O
it,PRP,O
.,.,O
I,PRP,O
find,VBD,O
he,PRP,O
--,:,O
"""",``,O
"""",``,O
one,CD,O
moment,NN,O
!,.,O
"""",``,O
say,VBD,O
Holmes,NNP,PERSON
.,.,O
"""",'',O
who,WP,O
open,VBD,O
the,DT,O
door,NN,O
?,.,O
"""",``,O
"""",``,O
a,DT,O
middle,JJ,O
-,HYPH,O
aged,JJ,O
woman,NN,O
",",",",O
who,WP,O
be,VBD,O
",",",",O
I,PRP,O
suppose,VBP,O
",",",",O
he,PRP$,O
housekeeper,NN,O
.,.,O
"""",``,O
"""",``,O
and,CC,O
it,PRP,O
be,VBD,O
she,PRP,O
",",",",O
I,PRP,O
presume,VBP,O
",",",",O
who,WP,O
mention,VBD,O
you,PRP$,O
name,NN,O
?,.,O
"""",``,O
"""",``,O
exactly,RB,O
",",",",O
"""",'',O
say,VBD,O
McFarlane,NNP,PERSON
.,.,O
"""",'',O
pray,VB,O
proceed,VB,O
.,.,O
"""",``,O
McFarlane,NNP,PERSON
wipe,VBD,O
he,PRP$,O
damp,JJ,O
brow,NN,O
and,CC,O
then,RB,O
continue,VBD,O
he,PRP$,O
narrative,NN,O
:,:,O
--,:,O
"""",``,O
I,PRP,O
be,VBD,O
show,VBN,O
by,IN,O
this,DT,O
woman,NN,O
into,IN,O
a,DT,O
sit,VBG,O
-,HYPH,O
room,NN,O
",",",",O
where,WRB,O
a,DT,O
frugal,JJ,O
supper,NN,O
be,VBD,O
lay,VBN,O
out,RP,O
.,.,O
afterwards,RB,O
Mr.,NNP,PERSON
Jonas,NNP,PERSON
Oldacre,NNP,PERSON
lead,VBD,O
I,PRP,O
into,IN,O
he,PRP$,O
bedroom,NN,O
",",",",O
in,IN,O
which,WDT,O
there,RB,O
stand,VBD,O
a,DT,O
heavy,JJ,O
safe,JJ,O
.,.,O
this,DT,O
he,PRP,O
open,VBD,O
and,CC,O
take,VBD,O
out,RP,O
a,DT,O
mass,NN,O
of,IN,O
document,NNS,O
",",",",O
which,WDT,O
we,PRP,O
go,VBD,O
over,RB,O
together,RB,O
.,.,O
it,PRP,O
be,VBD,O
between,IN,O
eleven,CD,O
and,CC,O
twelve,CD,O
when,WRB,O
we,PRP,O
finish,VBD,O
.,.,O
he,PRP,O
remark,VBD,O
that,IN,O
we,PRP,O
must,MD,O
not,RB,O
disturb,VB,O
the,DT,O
housekeeper,NN,O
.,.,O
he,PRP,O
show,VBD,O
I,PRP,O
out,RP,O
through,IN,O
he,PRP$,O
own,JJ,O
french,JJ,MISC
window,NN,O
",",",",O
which,WDT,O
have,VBD,O
be,VBN,O
open,JJ,O
all,PDT,O
this,DT,O
time,NN,O
.,.,O
"""",``,O
"""",``,O
be,VBD,O
the,DT,O
blind,JJ,O
down,NN,O
?,.,O
"""",``,O
ask,VBD,O
Holmes,NNP,PERSON
.,.,O
"""",'',O
I,PRP,O
will,MD,O
not,RB,O
be,VB,O
sure,JJ,O
",",",",O
but,CC,O
I,PRP,O
believe,VBP,O
that,IN,O
it,PRP,O
be,VBD,O
only,RB,O
half,RB,O
down,RB,O
.,.,O
yes,UH,O
",",",",O
I,PRP,O
remember,VBP,O
how,WRB,O
he,PRP,O
pull,VBD,O
it,PRP,O
up,RP,O
in,IN,O
order,NN,O
to,TO,O
swing,VB,O
open,JJ,O
the,DT,O
window,NN,O
.,.,O
I,PRP,O
could,MD,O
not,RB,O
find,VB,O
my,PRP$,O
stick,NN,O
",",",",O
and,CC,O
he,PRP,O
say,VBD,O
",",",",O
','',O
never,RB,O
mind,VB,O
",",",",O
my,PRP$,O
boy,NN,O
;,:,O
I,PRP,O
shall,MD,O
see,VB,O
a,DT,O
good,JJ,O
deal,NN,O
of,IN,O
you,PRP,O
now,RB,O
",",",",O
I,PRP,O
hope,VBP,O
",",",",O
and,CC,O
I,PRP,O
will,MD,O
keep,VB,O
you,PRP$,O
stick,NN,O
until,IN,O
you,PRP,O
come,VBP,O
back,RB,O
to,TO,O
claim,VB,O
it,PRP,O
.,.,O
','',O
I,PRP,O
leave,VBD,O
he,PRP,O
there,RB,O
",",",",O
the,DT,O
safe,JJ,O
open,JJ,O
",",",",O
and,CC,O
the,DT,O
papers,NNS,O
make,VBD,O
up,RP,O
in,IN,O
packet,NNS,O
upon,IN,O
the,DT,O
table,NN,O
.,.,O
it,PRP,O
be,VBD,O
so,RB,O
late,JJ,O
that,IN,O
I,PRP,O
could,MD,O
not,RB,O
get,VB,O
back,RB,O
to,IN,O
Blackheath,NNP,PERSON
",",",",O
so,RB,O
I,PRP,O
spend,VBD,O
the,DT,O
night,NN,O
at,IN,O
the,DT,O
Anerley,NNP,MISC
Arms,NNP,MISC
