lemma,pos,ner
late,JJ,O
lament,VBN,O
oldacre,NN,PERSON
be,VBD,O
a,DT,O
pretty,RB,O
considerable,JJ,O
black,JJ,O
-,HYPH,O
guard,NN,O
.,.,O
the,DT,O
father,NN,O
be,VBD,O
away,RB,O
in,IN,O
search,NN,O
of,IN,O
he,PRP$,O
son,NN,O
.,.,O
the,DT,O
mother,NN,O
be,VBD,O
at,IN,O
home,NN,O
--,:,O
a,DT,O
little,JJ,O
",",",",O
fluffy,JJ,O
",",",",O
blue,JJ,O
-,HYPH,O
eyed,JJ,O
person,NN,O
",",",",O
in,IN,O
a,DT,O
tremor,NN,O
of,IN,O
fear,NN,O
and,CC,O
indignation,NN,O
.,.,O
of,RB,O
course,RB,O
",",",",O
she,PRP,O
would,MD,O
not,RB,O
admit,VB,O
even,RB,O
the,DT,O
possibility,NN,O
of,IN,O
he,PRP$,O
guilt,NN,O
.,.,O
but,CC,O
she,PRP,O
would,MD,O
not,RB,O
express,VB,O
either,DT,O
surprise,NN,O
or,CC,O
regret,NN,O
over,IN,O
the,DT,O
fate,NN,O
of,IN,O
Oldacre,NNP,LOCATION
.,.,O
on,IN,O
the,DT,O
contrary,NN,O
",",",",O
she,PRP,O
speak,VBD,O
of,IN,O
he,PRP,O
with,IN,O
such,JJ,O
bitterness,NN,O
that,IN,O
she,PRP,O
be,VBD,O
unconsciously,RB,O
considerably,RB,O
strengthen,VBG,O
the,DT,O
case,NN,O
of,IN,O
the,DT,O
police,NN,O
",",",",O
for,IN,O
",",",",O
of,IN,O
course,NN,O
",",",",O
if,IN,O
she,PRP$,O
son,NN,O
have,VBD,O
hear,VBN,O
she,PRP,O
speak,VB,O
of,IN,O
the,DT,O
man,NN,O
in,IN,O
this,DT,O
fashion,NN,O
it,PRP,O
would,MD,O
predispose,VB,O
he,PRP,O
towards,IN,O
hatred,NN,O
and,CC,O
violence,NN,O
.,.,O
',``,O
he,PRP,O
be,VBD,O
more,RBR,O
like,IN,O
a,DT,O
malignant,JJ,O
and,CC,O
cunning,JJ,O
ape,NN,O
than,IN,O
a,DT,O
human,JJ,O
being,NN,O
",",",",O
','',O
say,VBD,O
she,PRP,O
",",",",O
','',O
and,CC,O
he,PRP,O
always,RB,O
be,VBD,O
",",",",O
ever,RB,O
since,IN,O
he,PRP,O
be,VBD,O
a,DT,O
young,JJ,O
man,NN,O
.,.,O
','',O
"""",``,O
',``,O
you,PRP,O
know,VBD,O
he,PRP,O
at,IN,O
that,DT,O
time,NN,O
?,.,O
','',O
say,VBD,O
I.,NNP,O
"""",``,O
','',O
yes,UH,O
",",",",O
I,PRP,O
know,VBD,O
he,PRP,O
well,RB,O
;,:,O
in,IN,O
fact,NN,O
",",",",O
he,PRP,O
be,VBD,O
a,DT,O
old,JJ,O
suitor,NN,O
of,IN,O
mine,NN,O
.,.,O
thank,VB,O
Heaven,NNP,O
that,IN,O
I,PRP,O
have,VBD,O
the,DT,O
sense,NN,O
to,TO,O
turn,VB,O
away,RB,O
from,IN,O
he,PRP,O
and,CC,O
to,TO,O
marry,VB,O
a,DT,O
better,JJR,O
",",",",O
if,IN,O
a,DT,O
poorer,JJR,O
",",",",O
man,NN,O
.,.,O
I,PRP,O
be,VBD,O
engage,VBN,O
to,IN,O
he,PRP,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
",",",",O
when,WRB,O
I,PRP,O
hear,VBD,O
a,DT,O
shocking,JJ,O
story,NN,O
of,IN,O
how,WRB,O
he,PRP,O
have,VBD,O
turn,VBN,O
a,DT,O
cat,NN,O
loose,JJ,O
in,IN,O
a,DT,O
aviary,NN,O
",",",",O
and,CC,O
I,PRP,O
be,VBD,O
so,RB,O
horrified,JJ,O
at,IN,O
he,PRP$,O
brutal,JJ,O
cruelty,NN,O
that,WDT,O
I,PRP,O
would,MD,O
have,VB,O
nothing,NN,O
more,JJR,O
to,TO,O
do,VB,O
with,IN,O
he,PRP,O
.,.,O
',``,O
she,PRP,O
rummage,VBD,O
in,IN,O
a,DT,O
bureau,NN,O
",",",",O
and,CC,O
presently,RB,O
she,PRP,O
produce,VBD,O
a,DT,O
photograph,NN,O
of,IN,O
a,DT,O
woman,NN,O
",",",",O
shamefully,RB,O
defaced,JJ,O
and,CC,O
mutilate,VBN,O
with,IN,O
a,DT,O
knife,NN,O
.,.,O
','',O
that,DT,O
be,VBZ,O
my,PRP$,O
own,JJ,O
photograph,NN,O
",",",",O
','',O
she,PRP,O
say,VBD,O
.,.,O
','',O
he,PRP,O
send,VBD,O
it,PRP,O
to,IN,O
I,PRP,O
in,IN,O
that,DT,O
state,NN,O
",",",",O
with,IN,O
he,PRP$,O
curse,NN,O
",",",",O
upon,IN,O
my,PRP$,O
wedding,NN,O
morning,NN,O
.,.,O
',``,O
"""",``,O
','',O
well,UH,O
",",",",O
','',O
say,VBD,O
I,PRP,O
",",",",O
','',O
at,IN,O
least,RBS,O
he,PRP,O
have,VBZ,O
forgive,VBN,O
you,PRP,O
now,RB,O
",",",",O
since,IN,O
he,PRP,O
have,VBZ,O
leave,VBN,O
all,PDT,O
he,PRP$,O
property,NN,O
to,IN,O
you,PRP$,O
son,NN,O
.,.,O
',``,O
"""",``,O
',``,O
neither,CC,O
my,PRP$,O
son,NN,O
nor,CC,O
I,PRP,O
want,VBP,O
anything,NN,O
from,IN,O
Jonas,NNP,PERSON
Oldacre,NNP,PERSON
",",",",O
dead,JJ,O
or,CC,O
alive,JJ,O
",",",",O
','',O
she,PRP,O
cry,VBD,O
",",",",O
with,IN,O
a,DT,O
proper,JJ,O
spirit,NN,O
.,.,O
','',O
there,EX,O
be,VBZ,O
a,DT,O
God,NNP,O
in,IN,O
Heaven,NNP,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
",",",",O
and,CC,O
that,DT,O
same,JJ,O
God,NNP,O
who,WP,O
have,VBZ,O
punish,VBN,O
that,IN,O
wicked,JJ,O
man,NN,O
will,MD,O
show,VB,O
in,IN,O
he,PRP$,O
own,JJ,O
good,JJ,O
time,NN,O
that,WDT,O
my,PRP$,O
son,NN,O
's,POS,O
hand,NNS,O
be,VBP,O
guiltless,JJ,O
of,IN,O
he,PRP$,O
blood,NN,O
.,.,O
',``,O
"""",``,O
well,UH,O
",",",",O
I,PRP,O
try,VBD,O
one,CD,O
or,CC,O
two,CD,O
lead,NNS,O
",",",",O
but,CC,O
could,MD,O
get,VB,O
at,IN,O
nothing,NN,O
which,WDT,O
would,MD,O
help,VB,O
we,PRP$,O
hypothesis,NN,O
",",",",O
and,CC,O
several,JJ,O
point,NNS,O
which,WDT,O
would,MD,O
make,VB,O
against,IN,O
it,PRP,O
.,.,O
I,PRP,O
give,VBD,O
it,PRP,O
up,RP,O
at,IN,O
last,JJ,O
and,CC,O
off,IN,O
I,PRP,O
go,VBD,O
to,IN,O
Norwood,NNP,PERSON
.,.,O
"""",``,O
this,DT,O
place,NN,O
",",",",O
Deep,NNP,PERSON
Dene,NNP,PERSON
House,NNP,PERSON
",",",",O
be,VBZ,O
a,DT,O
big,JJ,O
modern,JJ,O
villa,NN,O
of,IN,O
stare,VBG,O
brick,NN,O
",",",",O
stand,VBG,O
back,RB,O
in,IN,O
its,PRP$,O
own,JJ,O
grounds,NNS,O
",",",",O
with,IN,O
a,DT,O
laurel,NN,O
-,HYPH,O
clump,VBN,O
lawn,NN,O
in,IN,O
front,NN,O
of,IN,O
it,PRP,O
.,.,O
to,IN,O
the,DT,O
right,JJ,O
and,CC,O
some,DT,O
distance,NN,O
back,RB,O
from,IN,O
the,DT,O
road,NN,O
be,VBD,O
the,DT,O
timber,NN,O
-,HYPH,O
yard,NN,O
which,WDT,O
have,VBD,O
be,VBN,O
the,DT,O
scene,NN,O
of,IN,O
the,DT,O
fire,NN,O
.,.,O
here,RB,O
be,VBZ,O
a,DT,O
rough,JJ,O
plan,NN,O
on,IN,O
a,DT,O
leaf,NN,O
of,IN,O
my,PRP$,O
note,NN,O
-,HYPH,O
book,NN,O
.,.,O
this,DT,O
window,NN,O
on,IN,O
the,DT,O
left,NN,O
be,VBZ,O
the,DT,O
one,CD,O
which,WDT,O
open,VBZ,O
into,IN,O
Oldacre,NNP,PERSON
's,POS,O
room,NN,O
.,.,O
you,PRP,O
can,MD,O
look,VB,O
into,IN,O
it,PRP,O
from,IN,O
the,DT,O
road,NN,O
",",",",O
you,PRP,O
see,VBP,O
.,.,O
that,DT,O
be,VBZ,O
about,IN,O
the,DT,O
only,JJ,O
bit,NN,O
of,IN,O
consolation,NN,O
I,PRP,O
have,VBP,O
have,VBN,O
to,TO,O
-,HYPH,O
day,NN,O
.,.,O
Lestrade,NNP,PERSON
be,VBD,O
not,RB,O
there,RB,O
",",",",O
but,CC,O
he,PRP$,O
head,NN,O
constable,NN,O
do,VBD,O
the,DT,O
honour,NNS,O
.,.,O
they,PRP,O
have,VBD,O
just,RB,O
make,VBN,O
a,DT,O
great,JJ,O
treasure,NN,O
-,HYPH,O
trove,NN,O
.,.,O
they,PRP,O
have,VBD,O
spend,VBN,O
the,DT,O
morning,NN,TIME
rake,VBG,O
among,IN,O
the,DT,O
ash,NNS,O
of,IN,O
the,DT,O
burn,VBN,O
wood,NN,O
-,HYPH,O
pile,NN,O
",",",",O
and,CC,O
besides,IN,O
the,DT,O
charred,JJ,O
organic,JJ,O
remains,NNS,O
they,PRP,O
have,VBD,O
secure,VBN,O
several,JJ,O
discolour,VBN,O
metal,NN,O
disc,NNS,O
.,.,O
I,PRP,O
examine,VBD,O
they,PRP,O
with,IN,O
care,NN,O
",",",",O
and,CC,O
there,EX,O
be,VBD,O
no,DT,O
doubt,NN,O
that,IN,O
they,PRP,O
be,VBD,O
trouser,JJ,O
button,NNS,O
.,.,O
I,PRP,O
even,RB,O
distinguish,VBD,O
that,IN,O
one,CD,O
of,IN,O
they,PRP,O
be,VBD,O
mark,VBN,O
with,IN,O
the,DT,O
name,NN,O
of,IN,O
',``,O
Hyams,NNPS,PERSON
",",",",O
','',O
who,WP,O
be,VBD,O
Oldacre,NNP,PERSON
's,POS,O
tailor,NN,O
.,.,O
I,PRP,O
then,RB,O
work,VBD,O
the,DT,O
lawn,NN,O
very,RB,O
carefully,RB,O
for,IN,O
sign,NNS,O
and,CC,O
trace,NNS,O
",",",",O
but,CC,O
this,DT,O
drought,NN,O
have,VBZ,O
make,VBN,O
everything,NN,O
as,IN,O
hard,JJ,O
as,IN,O
iron,NN,O
.,.,O
nothing,NN,O
be,VBD,O
to,TO,O
be,VB,O
see,VBN,O
save,IN,O
that,IN,O
some,DT,O
body,NN,O
or,CC,O
bundle,NN,O
have,VBD,O
be,VBN,O
drag,VBN,O
through,IN,O
a,DT,O
low,JJ,O
privet,NN,O
hedge,NN,O
which,WDT,O
be,VBZ,O
in,IN,O
a,DT,O
line,NN,O
with,IN,O
the,DT,O
wood,NN,O
-,HYPH,O
pile,NN,O
.,.,O
all,PDT,O
that,DT,O
",",",",O
of,RB,O
course,RB,O
",",",",O
fit,VBZ,O
in,IN,O
with,IN,O
the,DT,O
official,JJ,O
theory,NN,O
.,.,O
I,PRP,O
crawl,VBD,O
about,IN,O
the,DT,O
lawn,NN,O
with,IN,O
a,DT,O
August,NNP,DATE
sun,NN,O
on,IN,O
my,PRP$,O
back,NN,O
",",",",O
but,CC,O
I,PRP,O
get,VBD,O
up,RP,O
at,IN,O
the,DT,O
end,NN,O
of,IN,O
a,DT,O
hour,NN,O
no,DT,O
wiser,JJR,O
than,IN,O
before,RB,O
.,.,O
"""",``,O
well,UH,O
",",",",O
after,IN,O
this,DT,O
fiasco,NN,O
I,PRP,O
go,VBD,O
into,IN,O
the,DT,O
bedroom,NN,O
and,CC,O
examine,VBD,O
that,DT,O
also,RB,O
.,.,O
the,DT,O
blood,NN,O
-,HYPH,O
stain,NNS,O
be,VBD,O
very,RB,O
slight,JJ,O
",",",",O
mere,JJ,O
smear,NNS,O
and,CC,O
discoloration,NNS,O
",",",",O
but,CC,O
undoubtedly,RB,O
fresh,JJ,O
.,.,O
the,DT,O
stick,NN,O
have,VBD,O
be,VBN,O
remove,VBN,O
",",",",O
but,CC,O
there,EX,O
also,RB,O
the,DT,O
mark,NNS,O
be,VBD,O
slight,JJ,O
.,.,O
there,EX,O
be,VBZ,O
no,DT,O
doubt,NN,O
about,IN,O
the,DT,O
stick,NN,O
belong,VBG,O
to,IN,O
we,PRP$,O
client,NN,O
.,.,O
he,PRP,O
admit,VBZ,O
it,PRP,O
.,.,O
footmark,NNS,O
of,IN,O
both,DT,O
man,NNS,O
could,MD,O
be,VB,O
make,VBN,O
out,RP,O
on,IN,O
the,DT,O
carpet,NN,O
",",",",O
but,CC,O
none,NN,O
of,IN,O
any,DT,O
third,JJ,O
person,NN,O
",",",",O
which,WDT,O
again,RB,O
be,VBZ,O
a,DT,O
trick,NN,O
for,IN,O
the,DT,O
other,JJ,O
side,NN,O
.,.,O
they,PRP,O
be,VBD,O
pile,VBG,O
up,RP,O
they,PRP$,O
score,NN,O
all,PDT,O
the,DT,O
time,NN,O
and,CC,O
we,PRP,O
be,VBD,O
at,IN,O
a,DT,O
standstill,NN,O
.,.,O
"""",``,O
only,RB,O
one,CD,O
little,JJ,O
gleam,NN,O
of,IN,O
hope,NN,O
do,VBD,O
I,PRP,O
get,VB,O
--,:,O
and,CC,O
yet,CC,O
it,PRP,O
amount,VBD,O
to,IN,O
nothing,NN,O
.,.,O
I,PRP,O
examine,VBD,O
the,DT,O
contents,NNS,O
of,IN,O
the,DT,O
safe,JJ,O
",",",",O
most,JJS,O
of,IN,O
which,WDT,O
have,VBD,O
be,VBN,O
take,VBN,O
out,RP,O
and,CC,O
leave,VBN,O
on,IN,O
the,DT,O
table,NN,O
.,.,O
the,DT,O
papers,NNS,O
have,VBD,O
be,VBN,O
make,VBN,O
up,RP,O
into,IN,O
seal,VBN,O
envelope,NNS,O
",",",",O
one,CD,O
or,CC,O
two,CD,O
of,IN,O
which,WDT,O
have,VBD,O
be,VBN,O
open,VBN,O
by,IN,O
the,DT,O
police,NN,O
.,.,O
they,PRP,O
be,VBD,O
not,RB,O
",",",",O
so,RB,O
far,RB,O
as,IN,O
I,PRP,O
could,MD,O
judge,VB,O
",",",",O
of,IN,O
any,DT,O
great,JJ,O
value,NN,O
",",",",O
nor,CC,O
do,VBD,O
the,DT,O
bank,NN,O
-,HYPH,O
book,NN,O
show,NN,O
that,IN,O
Mr.,NNP,PERSON
Oldacre,NNP,PERSON
be,VBD,O
in,IN,O
such,JJ,O
very,RB,O
affluent,JJ,O
circumstance,NNS,O
.,.,O
but,CC,O
it,PRP,O
seem,VBD,O
to,IN,O
I,PRP,O
that,IN,O
all,PDT,O
the,DT,O
papers,NNS,O
be,VBD,O
not,RB,O
there,RB,O
.,.,O
there,EX,O
be,VBD,O
allusion,NNS,O
to,IN,O
some,DT,O
deed,NNS,O
--,:,O
possibly,RB,O
the,DT,O
more,RBR,O
valuable,JJ,O
--,:,O
which,WDT,O
I,PRP,O
could,MD,O
not,RB,O
find,VB,O
.,.,O
this,DT,O
",",",",O
of,RB,O
course,RB,O
",",",",O
if,IN,O
we,PRP,O
could,MD,O
definitely,RB,O
prove,VB,O
it,PRP,O
",",",",O
would,MD,O
turn,VB,O
Lestrade,NNP,PERSON
's,POS,O
argument,NN,O
against,IN,O
himself,PRP,O
",",",",O
for,IN,O
who,WP,O
would,MD,O
steal,VB,O
a,DT,O
thing,NN,O
if,IN,O
he,PRP,O
know,VBD,O
that,IN,O
he,PRP,O
would,MD,O
shortly,RB,O
inherit,VB,O
it,PRP,O
?,.,O
"""",``,O
finally,RB,O
",",",",O
have,VBG,O
draw,VBN,O
every,DT,O
other,JJ,O
cover,NN,O
and,CC,O
pick,VBD,O
up,RP,O
no,DT,O
scent,NN,O
",",",",O
I,PRP,O
try,VBD,O
my,PRP$,O
luck,NN,O
with,IN,O
the,DT,O
housekeeper,NN,O
.,.,O
Mrs.,NNP,PERSON
Lexington,NNP,PERSON
be,VBZ,O
she,PRP$,O
name,NN,O
",",",",O
a,DT,O
little,JJ,O
",",",",O
dark,JJ,O
",",",",O
silent,JJ,O
person,NN,O
",",",",O
with,IN,O
suspicious,JJ,O
and,CC,O
sidelong,JJ,O
eye,NNS,O
.,.,O
she,PRP,O
could,MD,O
tell,VB,O
we,PRP,O
something,NN,O
if,IN,O
she,PRP,O
would,MD,O
--,:,O
I,PRP,O
be,VBP,O
convince,VBN,O
of,IN,O
it,PRP,O
.,.,O
but,CC,O
she,PRP,O
be,VBD,O
as,RB,O
close,JJ,O
as,IN,O
wax,NN,O
.,.,O
yes,UH,O
",",",",O
she,PRP,O
have,VBD,O
let,VBN,O
Mr.,NNP,PERSON
McFarlane,NNP,PERSON
in,IN,O
at,IN,O
half,NN,O
-,HYPH,O
past,NN,O
nine,CD,O
.,.,O
she,PRP,O
wish,VBD,O
she,PRP$,O
hand,NN,O
have,VBD,O
wither,VBN,O
before,IN,O
she,PRP,O
have,VBD,O
do,VBN,O
so,RB,O
.,.,O
she,PRP,O
have,VBD,O
go,VBN,O
to,IN,O
bed,NN,O
at,IN,O
half,NN,O
-,HYPH,O
past,JJ,O
ten,CD,O
.,.,O
she,PRP$,O
room,NN,O
be,VBD,O
at,IN,O
the,DT,O
other,JJ,O
end,NN,O
of,IN,O
the,DT,O
house,NN,O
",",",",O
and,CC,O
she,PRP,O
could,MD,O
hear,VB,O
nothing,NN,O
of,IN,O
what,WP,O
pass,VBD,O
.,.,O
Mr.,NNP,PERSON
McFarlane,NNP,PERSON
have,VBD,O
leave,VBN,O
he,PRP$,O
hat,NN,O
",",",",O
and,CC,O
to,IN,O
the,DT,O
best,JJS,O
of,IN,O
she,PRP$,O
belief,NN,O
he,PRP$,O
stick,NN,O
",",",",O
in,IN,O
the,DT,O
hall,NN,O
.,.,O
she,PRP,O
have,VBD,O
be,VBN,O
awaken,VBN,O
by,IN,O
the,DT,O
alarm,NN,O
of,IN,O
fire,NN,O
.,.,O
she,PRP$,O
poor,JJ,O
",",",",O
dear,JJ,O
master,NN,O
have,VBD,O
certainly,RB,O
be,VBN,O
murder,VBN,O
.,.,O
have,VBD,O
he,PRP,O
any,DT,O
enemy,NNS,O
?,.,O
well,UH,O
",",",",O
every,DT,O
man,NN,O
have,VBD,O
enemy,NNS,O
",",",",O
but,CC,O
Mr.,NNP,PERSON
Oldacre,NNP,PERSON
keep,VBD,O
himself,PRP,O
very,RB,O
much,RB,O
to,IN,O
himself,PRP,O
",",",",O
and,CC,O
only,RB,O
meet,VBD,O
people,NNS,O
in,IN,O
the,DT,O
way,NN,O
of,IN,O
business,NN,O
.,.,O
she,PRP,O
have,VBD,O
see,VBN,O
the,DT,O
button,NNS,O
",",",",O
and,CC,O
be,VBD,O
sure,JJ,O
that,IN,O
they,PRP,O
belong,VBD,O
to,IN,O
the,DT,O
clothes,NNS,O
which,WDT,O
he,PRP,O
have,VBD,O
wear,VBN,O
last,JJ,TIME
night,NN,TIME
.,.,O
the,DT,O
wood,NN,O
-,HYPH,O
pile,NN,O
be,VBD,O
very,RB,O
dry,JJ,O
",",",",O
for,IN,O
it,PRP,O
have,VBD,O
not,RB,O
rain,VBN,O
for,IN,O
a,DT,O
month,NN,O
.,.,O
it,PRP,O
burn,VBD,O
like,IN,O
tinder,NN,O
",",",",O
and,CC,O
by,IN,O
the,DT,O
time,NN,O
she,PRP,O
reach,VBD,O
the,DT,O
spot,NN,O
nothing,NN,O
could,MD,O
be,VB,O
see,VBN,O
but,CC,O
flame,NNS,O
.,.,O
she,PRP,O
and,CC,O
all,PDT,O
the,DT,O
fireman,NNS,O
smell,VBD,O
the,DT,O
burn,VBN,O
flesh,NN,O
from,IN,O
inside,IN,O
it,PRP,O
.,.,O
she,PRP,O
know,VBD,O
nothing,NN,O
of,IN,O
the,DT,O
papers,NNS,O
",",",",O
nor,CC,O
of,IN,O
Mr.,NNP,PERSON
Oldacre,NNP,PERSON
's,POS,O
private,JJ,O
affair,NNS,O
.,.,O
"""",``,O
so,RB,O
",",",",O
my,PRP$,O
dear,JJ,O
Watson,NNP,PERSON
",",",",O
there,EX,O
be,VBZ,O
my,PRP$,O
report,NN,O
of,IN,O
a,DT,O
failure,NN,O
.,.,O
and,CC,O
yet,RB,O
--,:,O
and,CC,O
yet,RB,O
--,:,O
"""",``,O
--,:,O
he,PRP,O
clench,VBD,O
he,PRP$,O
thin,JJ,O
hand,NNS,O
in,IN,O
a,DT,O
paroxysm,NN,O
of,IN,O
conviction,NN,O
--,:,O
"""",``,O
I,PRP,O
know,VBP,O
it,PRP,O
be,VBZ,O
all,RB,O
wrong,JJ,O
.,.,O
I,PRP,O
feel,VBP,O
it,PRP,O
in,IN,O
my,PRP$,O
bone,NNS,O
.,.,O
there,EX,O
be,VBZ,O
something,NN,O
that,WDT,O
have,VBZ,O
not,RB,O
come,VB,O
out,RP,O
",",",",O
and,CC,O
that,IN,O
housekeeper,NN,O
know,VBZ,O
it,PRP,O
.,.,O
there,EX,O
be,VBD,O
a,DT,O
sort,NN,O
of,IN,O
sulky,JJ,O
defiance,NN,O
in,IN,O
she,PRP$,O
eye,NNS,O
",",",",O
which,WDT,O
only,RB,O
go,VBZ,O
with,IN,O
guilty,JJ,O
knowledge,NN,O
.,.,O
however,RB,O
",",",",O
there,EX,O
be,VBZ,O
no,DT,O
good,JJ,O
talk,VBG,O
any,DT,O
more,JJR,O
about,IN,O
it,PRP,O
",",",",O
Watson,NNP,PERSON
;,:,O
but,CC,O
unless,IN,O
some,DT,O
lucky,JJ,O
chance,NN,O
come,VBZ,O
we,PRP$,O
way,NN,O
I,PRP,O
fear,VBP,O
that,IN,O
the,DT,O
Norwood,NNP,O
Disappearance,NNP,O
Case,NNP,O
will,MD,O
not,RB,O
figure,VB,O
in,IN,O
that,DT,O
chronicle,NN,O
of,IN,O
we,PRP$,O
success,NNS,O
which,WDT,O
I,PRP,O
foresee,VBP,O
that,IN,O
a,DT,O
patient,JJ,O
public,NN,O
will,MD,O
sooner,RBR,O
or,CC,O
later,RBR,O
have,VB,O
to,TO,O
endure,VB,O
.,.,O
"""",``,O
"""",``,O
surely,RB,O
",",",",O
"""",'',O
say,VBD,O
I,PRP,O
",",",",O
"""",``,O
the,DT,O
man,NN,O
's,POS,O
appearance,NN,O
would,MD,O
go,VB,O
far,RB,O
with,IN,O
any,DT,O
jury,NN,O
?,.,O
"""",``,O
"""",``,O
that,DT,O
be,VBZ,O
a,DT,O
dangerous,JJ,O
argument,NN,O
",",",",O
my,PRP$,O
dear,JJ,O
Watson,NNP,PERSON
.,.,O
you,PRP,O
remember,VBP,O
that,IN,O
terrible,JJ,O
murderer,NN,O
",",",",O
Bert,NNP,PERSON
Stevens,NNP,PERSON
",",",",O
who,WP,O
want,VBD,O
we,PRP,O
to,TO,O
get,VB,O
he,PRP,O
off,RP,O
in,IN,O
',``,DATE
87,CD,DATE
?,.,O
be,VBD,O
there,RB,O
ever,RB,O
a,DT,O
more,RBR,O
mild,JJ,O
-,HYPH,O
mannered,JJ,O
",",",",O
Sunday,NNP,O
-,HYPH,O
school,NNP,O
young,JJ,O
man,NN,O
?,.,O
"""",``,O
"""",``,O
it,PRP,O
be,VBZ,O
true,JJ,O
.,.,O
"""",``,O
"""",``,O
unless,IN,O
we,PRP,O
succeed,VBP,O
in,IN,O
establish,VBG,O
a,DT,O
alternative,JJ,O
theory,NN,O
this,DT,O
man,NN,O
be,VBZ,O
lose,VBN,O
.,.,O
you,PRP,O
can,MD,O
hardly,RB,O
find,VB,O
a,DT,O
flaw,NN,O
in,IN,O
the,DT,O
case,NN,O
which,WDT,O
can,MD,O
now,RB,O
be,VB,O
present,VBN,O
against,IN,O
he,PRP,O
",",",",O
and,CC,O
all,DT,O
further,JJ,O
investigation,NN,O
have,VBZ,O
serve,VBN,O
to,TO,O
strengthen,VB,O
it,PRP,O
.,.,O
by,IN,O
the,DT,O
way,NN,O
",",",",O
there,EX,O
be,VBZ,O
one,CD,O
curious,JJ,O
little,JJ,O
point,NN,O
about,IN,O
those,DT,O
papers,NNS,O
which,WDT,O
may,MD,O
serve,VB,O
we,PRP,O
as,IN,O
the,DT,O
starting,NN,O
-,HYPH,O
point,NN,O
for,IN,O
a,DT,O
inquiry,NN,O
.,.,O
on,IN,O
look,VBG,O
over,IN,O
the,DT,O
bank,NN,O
-,HYPH,O
book,NN,O
I,PRP,O
find,VBD,O
that,IN,O
the,DT,O
low,JJ,O
state,NN,O
of,IN,O
the,DT,O
balance,NN,O
be,VBD,O
principally,RB,O
due,JJ,O
to,IN,O
large,JJ,O
cheque,NNS,O
which,WDT,O
have,VBP,O
be,VBN,O
make,VBN,O
out,RP,O
during,IN,O
the,DT,O
last,JJ,O
year,NN,O
to,IN,O
Mr.,NNP,PERSON
Cornelius,NNP,PERSON
.,.,O
I,PRP,O
confess,VBP,O
that,IN,O
I,PRP,O
should,MD,O
be,VB,O
interested,JJ,O
to,TO,O
know,VB,O
who,WP,O
this,DT,O
Mr.,NNP,PERSON
Cornelius,NNP,PERSON
may,MD,O
be,VB,O
with,IN,O
whom,WP,O
a,DT,O
retired,JJ,O
builder,NN,O
have,VBZ,O
such,JJ,O
very,RB,O
large,JJ,O
transaction,NNS,O
.,.,O
be,VBZ,O
it,PRP,O
possible,JJ,O
that,IN,O
he,PRP,O
have,VBZ,O
have,VBN,O
a,DT,O
hand,NN,O
in,IN,O
the,DT,O
affair,NN,O
?,.,O
Cornelius,NNP,PERSON
might,MD,O
be,VB,O
a,DT,O
broker,NN,O
",",",",O
but,CC,O
we,PRP,O
have,VBP,O
find,VBN,O
no,DT,O
scrip,NN,O
to,TO,O
correspond,VB,O
with,IN,O
these,DT,O
large,JJ,O
payment,NNS,O
.,.,O
fail,VBG,O
any,DT,O
other,JJ,O
indication,NN,O
my,PRP$,O
research,NNS,O
must,MD,O
now,RB,O
take,VB,O
the,DT,O
direction,NN,O
of,IN,O
a,DT,O
inquiry,NN,O
at,IN,O
the,DT,O
bank,NN,O
for,IN,O
the,DT,O
gentleman,NN,O
who,WP,O
have,VBZ,O
cash,VBN,O
these,DT,O
cheque,NNS,O
.,.,O
but,CC,O
I,PRP,O
fear,VBP,O
",",",",O
my,PRP$,O
dear,JJ,O
fellow,NN,O
",",",",O
that,IN,O
we,PRP$,O
case,NN,O
will,MD,O
end,VB,O
ingloriously,RB,O
by,IN,O
Lestrade,NNP,PERSON
hang,VBG,O
we,PRP$,O
client,NN,O
",",",",O
which,WDT,O
will,MD,O
certainly,RB,O
be,VB,O
a,DT,O
triumph,NN,O
for,IN,O
Scotland,NNP,LOCATION
Yard,NNP,LOCATION
.,.,O
"""",``,O
I,PRP,O
do,VBP,O
not,RB,O
know,VB,O
how,WRB,O
far,RB,O
Sherlock,NNP,PERSON
Holmes,NNP,PERSON
take,VBD,O
any,DT,O
sleep,NN,O
that,DT,O
night,NN,O
",",",",O
but,CC,O
when,WRB,O
I,PRP,O
come,VBD,O
down,RP,O
to,IN,O
breakfast,NN,O
I,PRP,O
find,VBD,O
he,PRP,O
pale,JJ,O
and,CC,O
harass,VBN,O
",",",",O
he,PRP$,O
bright,JJ,O
eye,NNS,O
the,DT,O
brighter,JJR,O
for,IN,O
the,DT,O
dark,JJ,O
shadow,NNS,O
round,IN,O
they,PRP,O
.,.,O
the,DT,O
carpet,NN,O
round,IN,O
he,PRP$,O
chair,NN,O
be,VBD,O
litter,VBN,O
with,IN,O
cigarette,NN,O
-,HYPH,O
end,NNS,O
and,CC,O
with,IN,O
the,DT,O
early,JJ,O
edition,NNS,O
of,IN,O
the,DT,O
morning,NN,O
papers,NNS,O
.,.,O
a,DT,O
open,JJ,O
telegram,NN,O
lay,VBD,O
upon,IN,O
the,DT,O
table,NN,O
