docTokenBegin,text,ner,nerConfidences
3238,Mrs. Hudson,PERSON,
3261,Holmes,PERSON,{'PERSON': 0.97140761097674}
3294,Mr. Holmes,PERSON,
3300,he,PERSON,
3310,Morton,PERSON,{'PERSON': 0.98967445243875}
3313,Scotland Yard,LOCATION,{'LOCATION': 0.61353621474845}
3322,He,PERSON,
3331,He,PERSON,
3361,his,PERSON,
3374,he,PERSON,
3385,him,PERSON,
3404,Notting,LOCATION,{'LOCATION': 0.9380986554645}
3405,Hill,PERSON,{'LOCATION': 0.93827038094422}
3407,Kensington,LOCATION,{'LOCATION': 0.79491869670122}
3466,him,PERSON,
3471,Mr. Culverton Smith,PERSON,
3478,Watson,PERSON,{'PERSON': 0.99953797804678}
3503,Mr. Culverton Smith,PERSON,
3531,he,PERSON,
3537,Staples,LOCATION,{'LOCATION': 0.40407685005241}
3579,Staples,LOCATION,{'LOCATION': 0.46901191918061}
3577,him,PERSON,
3601,him,PERSON,
3608,he,PERSON,
3626,him,PERSON,
3635,morning,TIME,{'TIME': 0.62796348278229}
3630,He,PERSON,
3638,he,PERSON,
3654,Holmes,PERSON,{'PERSON': 0.82304166600243}
3657,his,PERSON,
3674,him,PERSON,
3686,His,PERSON,
3699,his,PERSON,
3705,him,PERSON,
3831,his,PERSON,
3840,he,PERSON,
3893,Mr. Sherlock Holmes,PERSON,
3923,his,PERSON,
3926,His,PERSON,
3938,Holmes,PERSON,{'PERSON': 0.93900324451618}
3941,he,PERSON,
3949,him,PERSON,
3955,Holmes,PERSON,{'PERSON': 0.99447483932601}
3959,he,PERSON,
3963,He,PERSON,
3988,his,PERSON,
3992,he,PERSON,
4000,his,PERSON,
4042,he,PERSON,
4053,his,PERSON,
4066,he,PERSON,
4072,Mr. Holmes,PERSON,
4089,his,PERSON,
4092,his,PERSON,
4095,He,PERSON,
4109,him,PERSON,
4124,he,PERSON,
4172,Mr. Holmes,PERSON,
4195,London,LOCATION,{'LOCATION': 0.99520634804537}
4179,He,PERSON,
4199,him,PERSON,
4222,he,PERSON,
4228,Mr. Homes,PERSON,
4235,him,PERSON,
4237,his,PERSON,
4247,Eastern,MISC,{'MISC': 0.98967427179974}
4265,Eastern,MISC,{'MISC': 0.93873436159843}
4255,he,PERSON,
4261,he,PERSON,
4281,Chinese,MISC,{'MISC': 0.99999720970626}
4276,he,PERSON,
4289,Mr. Culverton Smith,PERSON,
4297,his,PERSON,
4314,he,PERSON,
4332,he,PERSON,
4345,he,PERSON,
4369,his,PERSON,
4383,Watson,PERSON,{'PERSON': 0.99960564237284}
4403,Holmes,PERSON,{'PERSON': 0.97391980597304}
4430,Mr. Holmes,PERSON,
4459,Holmes,PERSON,{'PERSON': 0.96654301609867}
4482,he,PERSON,
4490,His,PERSON,
4505,him,PERSON,
4507,he,PERSON,
4523,his,PERSON,
4537,Watson,PERSON,{'PERSON': 0.99803076666271}
4535,him,PERSON,
4543,he,PERSON,
4551,Watson,PERSON,{'PERSON': 0.98061713663544}
4564,He,PERSON,
4578,Watson,PERSON,{'PERSON': 0.94490576319513}
4587,he,PERSON,
4600,Chinese,MISC,{'MISC': 0.99999860658784}
4603,East End,LOCATION,{'LOCATION': 0.5510871583971}
4597,him,PERSON,
4612,Watson,PERSON,{'PERSON': 0.93223487286831}
4642,Holmes,PERSON,{'PERSON': 0.97514493302579}
4639,his,PERSON,
4669,he,PERSON,
4687,Watson,PERSON,{'PERSON': 0.96450217162474}
4693,Holmes,PERSON,{'PERSON': 0.95316301171585}
4704,Watson,PERSON,{'PERSON': 0.9193449887413}
4734,Watson,PERSON,{'PERSON': 0.9291743833517}
4746,he,PERSON,
4754,his,PERSON,
4764,Watson,PERSON,{'PERSON': 0.91047398237839}
4810,his,PERSON,
4818,his,PERSON,
4920,Holmes,PERSON,{'PERSON': 0.68988723896988}
4923,he,PERSON,
4927,Holmes,PERSON,{'PERSON': 0.68988723896988}
4948,Holmes,PERSON,{'PERSON': 0.99378192637147}
4958,he,PERSON,
4974,Mr. Smith,PERSON,
4978,Holmes,PERSON,{'PERSON': 0.99093759254163}
5003,he,PERSON,
5021,Holmes,PERSON,{'PERSON': 0.94768424055131}
5065,London,LOCATION,{'LOCATION': 0.99749677690683}
5086,Holmes,PERSON,{'PERSON': 0.98124105135418}
5112,Holmes,PERSON,{'PERSON': 0.93399742982823}
5135,Victor,PERSON,{'PERSON': 0.82036374214865}
5175,Asiatic,MISC,{'MISC': 0.94259739951551}
5181,London,LOCATION,{'LOCATION': 0.97265013293723}
5163,he,PERSON,
5202,Holmes,PERSON,{'PERSON': 0.96319901960948}
5311,he,PERSON,
5370,Holmes,PERSON,{'PERSON': 0.98665501821735}
5387,he,PERSON,
5426,Victor Savage,PERSON,{'PERSON': 0.99839457662738}
5480,Holmes,PERSON,{'PERSON': 0.70920336156004}
5503,him,PERSON,
5542,East End,LOCATION,{'LOCATION': 0.51221536321607}
