docTokenBegin,text,ner,nerConfidences
4189,Camford,LOCATION,{'LOCATION': 0.97907741323497}
4203,Chequers,LOCATION,{'LOCATION': 0.81672766087664}
4222,Watson,PERSON,{'PERSON': 0.93493407637464}
4240,Monday,DATE,{'DATE': 0.96621792373699}
4241,morning,TIME,{'TIME': 0.67297134245678}
4260,Holmes,PERSON,{'PERSON': 0.74458193308498}
4292,Holmes,PERSON,{'PERSON': 0.98278112240428}
4312,he,PERSON,
4320,Watson,PERSON,{'PERSON': 0.97449136572592}
4332,He,PERSON,
4355,Holmes,PERSON,{'PERSON': 0.9736095688838}
4358,his,PERSON,
4369,August 26th,DATE,{'DATE': 0.56256834098295}
4376,he,PERSON,
4384,he,PERSON,
4401,he,PERSON,
4430,Watson,PERSON,{'PERSON': 0.98062444613621}
4438,Excelsior,LOCATION,{'LOCATION': 0.61406734217662}
4510,Presbury,PERSON,{'PERSON': 0.99593899141182}
4583,London,LOCATION,{'LOCATION': 0.99912272668913}
4569,his,PERSON,
4599,his,PERSON,
4605,he,PERSON,
4634,His,PERSON,
4637,his,PERSON,
4654,He,PERSON,
4675,Mr. Holmes,PERSON,
4719,Presbury,PERSON,{'PERSON': 0.91630579382328}
4721,Camford,LOCATION,{'LOCATION': 0.74125347705086}
4878,Holmes,PERSON,{'PERSON': 0.98866397488319}
4911,He,PERSON,
4921,London,LOCATION,{'LOCATION': 0.9723778502199}
4924,Mr. Bennett,PERSON,
4935,Mr. Bennett,PERSON,
4944,London,LOCATION,{'LOCATION': 0.9942934432226}
4971,Holmes,PERSON,{'PERSON': 0.98361399550366}
4980,Bennett,PERSON,{'PERSON': 0.99858929691173}
5008,he,PERSON,
5012,his,PERSON,
5034,Holmes,PERSON,{'PERSON': 0.99522069950111}
5036,his,PERSON,
5061,Mr. Holmes,PERSON,
5079,his,PERSON,
5082,He,PERSON,
5090,he,PERSON,
5094,he,PERSON,
5096,his,PERSON,
5119,His,PERSON,
5125,he,PERSON,
5132,his,PERSON,
5153,Mr. Bennett,PERSON,
5165,he,PERSON,
5180,Mr. Holmes,PERSON,
5194,him,PERSON,
5208,him,PERSON,
5238,Holmes,PERSON,{'PERSON': 0.9674895415724}
5260,he,PERSON,
5288,Watson,PERSON,{'PERSON': 0.87910268358366}
5290,he,PERSON,
5326,his,PERSON,
5337,He,PERSON,
5350,Mr. Holmes,PERSON,
5385,him,PERSON,
5393,he,PERSON,
5403,his,PERSON,
5412,his,PERSON,
5425,Holmes,PERSON,{'PERSON': 0.98770483246369}
5437,his,PERSON,
5469,Mr. Bennett,PERSON,
5472,his,PERSON,
5544,Mr. Bennett,PERSON,
5576,Mr. Holmes,PERSON,
5587,London,LOCATION,{'LOCATION': 0.99711108384328}
5599,this morning,TIME,{'TIME': 0.87638236059015}
5594,He,PERSON,
5607,his,PERSON,
