docTokenBegin,text,ner,nerConfidences
4135,Gelder & Co.,ORGANIZATION,{'ORGANIZATION': 0.96316129822054}
4140,Church Street,LOCATION,{'LOCATION': 0.98621240565937}
4143,Stepney,PERSON,{'PERSON': 0.95861441321793}
4179,Barnicot,PERSON,{'PERSON': 0.98965449176959}
4222,Italian,MISC,{'MISC': 0.99999929897972}
4217,He,PERSON,
4236,He,PERSON,
4264,him,PERSON,
4274,he,PERSON,
4279,he,PERSON,
4287,him,PERSON,
4289,he,PERSON,
4293,He,PERSON,
4318,Morse Hudson,PERSON,{'PERSON': 0.61236286585922}
4323,Holmes,PERSON,{'PERSON': 0.96160346537914}
4336,Beppo,PERSON,{'PERSON': 0.80730970955541}
4344,Kennington,LOCATION,{'LOCATION': 0.84421207159581}
4347,Kensington,LOCATION,{'LOCATION': 0.97306027057708}
4361,Watson,PERSON,{'PERSON': 0.93205656707421}
4367,Gelder & Co.,ORGANIZATION,{'ORGANIZATION': 0.99699974789603}
4372,Stepney,PERSON,{'PERSON': 0.67539498284423}
4406,London,LOCATION,{'LOCATION': 0.99671662741079}
4409,London,LOCATION,{'LOCATION': 0.98888424371163}
4412,London,LOCATION,{'LOCATION': 0.97948443337131}
4415,London,LOCATION,{'LOCATION': 0.98456243929411}
4418,London,LOCATION,{'LOCATION': 0.96686261891451}
4425,London,LOCATION,{'LOCATION': 0.99363183798578}
4451,Europe,LOCATION,{'LOCATION': 0.98951961901491}
4508,German,MISC,{'MISC': 0.99999097813196}
4521,Holmes,PERSON,{'PERSON': 0.88445317204338}
4543,Devine,PERSON,{'PERSON': 0.97300618933565}
4547,Napoleon,PERSON,{'PERSON': 0.96789333870477}
4558,Morse Hudson,LOCATION,{'LOCATION': 0.47109602015997}
4580,Harding Brothers,ORGANIZATION,{'ORGANIZATION': 0.958694465887}
4584,Kensington,LOCATION,{'LOCATION': 0.84821807306018}
4528,his,PERSON,
4603,He,PERSON,
4620,he,PERSON,
4664,Paris,LOCATION,{'LOCATION': 0.99350026536077}
